Character,唐Left_Entropy,唐Right_Entropy,宋Left_Entropy,宋Right_Entropy,元Left_Entropy,元Right_Entropy,明Left_Entropy,明Right_Entropy,清Left_Entropy,清Right_Entropy,CaiLeft_Entropy,CaiRight_Entropy
潭,7.083428851987979,7.563137893051456,7.389481271456232,7.993689796676504,6.308716680799382,7.25720557008542,6.929015184621246,8.285360390013803,6.848367553068272,8.025881036468608,2.9380127563632774,5.246190503012128
祇,5.741638777423035,5.7062735475268695,9.348141542136483,6.945706142681724,7.99383940992226,6.21426959341908,9.161202049165231,6.374465083185472,9.021904254353744,6.705990358655274,1.5,2.0
黍,4.719656294016707,6.422109337104351,5.912787410980502,8.052534930268124,4.818233940284613,6.728184924783222,5.209823356163963,7.993651137307339,5.237929916870094,7.7808996444449825,1.4466166676282082,3.169925001442312
幂,4.011476429838705,4.459820401056623,4.406165651797419,4.979615087094865,3.584012370211935,3.757925413690196,5.401574378707463,5.3376596267464365,5.589476733637982,6.082533308861979,-0.0,-0.0
改,6.766404965336876,7.882168628591238,7.215820684683748,8.484725330492727,6.228143359791495,7.555782331170388,7.027815732510685,8.753832075429113,7.118421989968791,8.585301465025463,6.972659206071459,3.573350472918079
挚,2.75,3.0,1.884110480292012,7.301405979624891,0.5424384954442554,6.328758439731466,4.359420499331698,4.804058068605272,5.022369539011195,5.496930695423676,3.662945355305952,2.4296644217191825
绢,3.912209312726324,5.47823219741386,4.856328015026591,6.701157752123196,4.568255337130743,5.0351854222431935,5.482783926039878,6.453303881402739,5.217390616981649,6.489224354428801,4.0962259132260055,5.13296227768365
袂,5.560728430210236,7.199845784618039,6.368179610120027,8.814045314772244,5.610007164577857,7.4011525494146015,5.859349797348211,8.651827308874507,5.81357231640088,8.464745242273533,-0.0,2.584962500721156
孟,8.062869954785565,3.714510091710717,8.238378511217919,7.074704102812766,4.368293308489135,4.270985612800926,8.31686491813956,7.349460914058635,7.920678494234248,7.1722275654577405,6.131073729963794,3.1720260574192016
煨,2.725480556997868,0.9864267287308424,6.949674110786821,5.004919020561811,4.157715838158959,2.5328831170694954,6.194056428854541,4.896757429082694,5.92864510455374,4.248511654393094,1.0,1.0
呷,2.503258334775646,2.725480556997868,4.494672044626181,5.1203802671347525,2.1280852788913944,2.521640636343318,4.088220835496803,4.532665279941249,3.840265565194927,4.23890125660263,3.0957952550009344,2.4040097573248604
棂,3.076103170996721,3.932138039759373,3.912232600770444,7.295637460540422,3.8670439619574166,5.937892661678843,4.106296910314838,7.203409913421973,3.6398352729617782,7.372601879623642,1.0,1.0
粪,4.353055907333275,2.28048202372184,7.087807168878587,4.732459537917266,5.163856189774725,3.9399872017765087,6.214743981653438,4.8063337185624535,5.79106322005066,5.122964120809167,5.794720695277116,4.930457314325865
逃,6.461366106931654,6.2288341465742825,8.054065382535908,7.907982430646436,7.026366649466618,6.437939617360092,8.16551979031193,6.443007226354848,7.912984005951561,7.173644253756215,7.153484608403268,4.783659916688319
艘,2.342370993177109,4.593069207771891,3.2438340678725623,7.135885080428635,3.2984830792001274,5.639017035992346,3.603608747975923,6.870023866682548,3.881416535245025,6.126637004908033,3.159932909245865,5.221755730576006
爆,3.5,2.8522170014624826,6.488106382621607,3.8235221384169815,4.1622949095708766,1.5433829556661307,6.415713055259025,1.848635240336596,6.8708354895655805,1.5079614384732745,7.145317056064667,3.915713754785104
齿,6.4901000805459645,7.344297015039477,8.046877726574325,8.319154878139253,6.661743269258087,7.446204938004997,7.373156444788626,8.479140940668103,7.185520272722307,8.527285323591709,3.096719908237905,7.2143302484314145
蝉,7.430278363843417,7.242143236044793,7.52765598210087,7.924282790593258,6.263272311371534,6.9627205211297865,7.567126949479963,7.386219150496892,7.505688074815083,7.574322555733399,4.332771213617998,2.5655514293346493
拜,8.001797756839208,8.039656335485514,8.225344387252898,8.68176092458397,7.547239221949525,8.087513187328883,8.521171058827205,8.634663492920591,8.281759205804118,8.68147281845845,6.98407442787058,3.659325833135487
怖,3.188721875540867,3.2516291673878226,6.295725427619946,6.847356786797197,2.698660460401116,3.616874605956223,6.101471986698018,5.959842840300602,5.798082085337531,6.295441068649469,0.0518606738141246,4.809955342352685
监,5.385333306161047,6.417178428956094,7.61058154879207,7.525944121389031,6.334908533943457,6.583171981185542,7.02631817004944,7.604557649935144,6.899074395166552,6.7659779905489765,6.644177937206661,2.9939721242645816
绘,3.401363669197544,3.68456081428629,6.890047881077231,6.724691919716348,5.545880371807541,5.532639462604243,7.1513285728879294,7.31243139890807,5.5152951306383216,7.938039190051469,5.659837250630624,4.415995712286511
森,6.111511619759519,5.955292104887277,7.563655276119048,7.014198877020507,6.370246304446939,6.649298312971991,6.548984271371114,7.601968805437146,7.037580166061134,7.550061016972145,6.301207488671815,7.173896144560046
皋,4.976916109293156,7.292492525245898,5.937446530020489,8.391679239307193,5.09299441428864,7.550279316331019,5.766992580546111,8.751288002664174,6.11014794180162,8.119024469956448,0.6500224216483541,2.251629167387823
粱,2.0203268500211995,5.800931304471535,2.8506480109194245,7.229570356145704,2.4559657439047418,6.007700631113479,2.9989183629776006,7.189431272423656,2.808912667672553,6.789339940716962,0.9910760598382222,2.6416041678685933
权,7.650588170264685,4.097871799702801,7.928314996472579,8.402182943032473,4.173638736301659,8.204247327216347,7.976158353885927,7.981525966291137,7.880064590822651,7.652397378728327,5.637291447518968,6.3599861008919145
辱,5.129958024417563,7.182966269028284,6.907199462980231,8.63222435842493,5.59994724129551,7.439343014204065,6.804789372080217,8.504763422708852,6.6323672068450765,7.802646760547257,2.535460196586272,5.628026539329114
蓍,4.363713275750189,3.2867901988271124,6.426880733122403,4.219752153605752,4.307714802597437,3.0904759759080727,5.942565574772643,4.4836462490830575,4.613635022023888,4.598238197177863,1.0,-0.0
陆,7.950795729288396,4.701687740591664,7.4795897656979236,2.8935762727720427,7.465105237129776,6.741686264645168,8.62616964442535,6.604265171432251,8.5905404938615,7.117001897100089,4.770329139544413,5.855410994119112
禹,2.3815871199762446,2.19487012634854,6.5811219175968505,6.328525012738238,6.738876990975951,5.3960329719242655,7.701133962759263,6.643014266860608,7.270500765980469,6.257695768398988,2.0,0.8112781244591328
淀,2.807354922057604,2.807354922057604,4.97615524384744,4.730482204377227,4.056020968057882,3.0269868333592864,4.926746673822289,4.319107665699112,5.01452462427263,5.092139170548396,3.4973316643652868,2.589902123869296
郎,7.071465581457881,7.442755889844141,7.082103871556805,8.809296150896007,7.565972694694001,8.479101636927652,7.940296332118951,9.072869283075754,7.4512124564694115,9.082290944077364,3.7714326090443686,7.492034515740668
嘘,1.7687454907412374,5.686672293988206,5.492295497108676,7.148070887706252,4.9828471288642175,5.950885829468912,5.821788785373054,7.459204730808645,5.9091096566071935,6.385426347052886,6.55646577953632,5.998362475351435
阴,8.199026758245688,8.817385852071691,8.100610392545766,9.104726565188942,7.763607758703455,8.81187629961101,8.087728513880542,9.100104112000285,7.584402368181344,9.144282961978234,6.317593688087415,4.475194576953979
惜,7.18603659620691,8.04044541599837,7.691443731578618,8.502563186661304,7.209842398092476,7.87654969081574,7.842324630849814,8.599938663971042,7.940726601212898,8.545872200510244,1.8095800223732843,5.861646114546362
弓,6.810409683870502,7.062416477480883,6.618046142202977,8.588797576730462,7.157096811037956,7.158835659925156,7.534726424736219,8.209355598692845,7.7935920500204,7.8580372105064145,5.803485746911905,5.23333874038212
芬,6.045902938292455,5.188484693251517,7.208964022643632,6.334223482891449,5.684368161719756,5.14297832175936,7.06317395335669,7.2859634521819485,6.325575192408344,7.969539016909975,5.290843239360778,6.203092082091589
侨,2.9477027792200903,2.94770277922009,4.8366340650912365,6.25968690001246,3.857306856898128,2.7180549119906785,4.210536368478627,5.904603491360948,6.000317998821604,4.7774819357498375,3.640223928941851,2.739572261986723
馀,7.279558551035886,8.848935920291716,8.320146027095479,9.279261565958272,7.724052091170801,8.774187847621091,8.362766531757087,9.347815506916074,8.762560702965231,8.705687196169382,3.095795255000934,2.299896391167892
拘,6.002047867049797,5.947012699142407,7.19541551119392,6.862186830722135,5.220587139617482,5.6921432985899525,6.432108791971557,6.508477295859975,6.380452061764321,5.588342322119038,6.076042647944888,2.400788982096988
金,9.414893980310202,8.661247841682677,9.669679792242306,8.928762790771064,9.193827126681953,8.726430470258492,9.551813321681715,8.627899724069,9.752712068276884,8.699765534855063,7.1708617862075394,7.818543800834682
咿,4.639279277025427,3.545601949814441,6.39375261293275,4.315742201500175,4.728196919071892,3.9359417089740423,6.168864896816648,4.419204132751152,5.93580593460833,3.8055520562132847,4.187889194919351,2.921428773571486
菇,0.9182958340544896,0.9182958340544896,1.5,1.5,-0.0,-0.0,2.799007754410897,3.6069367321753214,3.7849418274376423,3.4632805178108104,0.6878478112709225,6.262318217377596
葚,1.9219280948873625,1.9219280948873625,3.90399044512172,5.005945690289795,-0.0,-0.0,0.9864267287308424,2.4193819456463714,2.4404040177209283,3.2639334294856344,-0.0,-0.0
龃,2.9219280948873623,-0.0,6.027172724013719,0.3545863859647188,3.6644977792004623,-0.0,4.96654298903032,-0.0,4.894974678246913,0.64060032463386,2.0,-0.0
励,4.5465935642949376,4.392747410448783,6.14888484197469,6.453996393612785,4.47823219741386,4.365013648887185,6.55276793277223,6.667830762951467,6.471101492061823,6.153061615732455,1.6463039043084464,6.321248275891686
倦,7.1921751667473055,7.192141116323755,8.98407082912806,7.7083711914601345,8.002564657132963,6.958944056476045,8.803048119946368,7.435439927912467,8.942357610177076,7.833052417991546,1.1239850010245829,3.8864662482255774
腭,0.9182958340544896,1.584962500721156,2.7534343861887853,3.4677201004745006,1.9219280948873625,2.321928094887362,2.9808259362290785,4.1523912776298655,3.180832987205441,3.546593564294939,3.2516291673878226,2.125814583693911
楝,1.9219280948873625,0.7219280948873623,6.109107575615947,2.152311068133153,4.5358485029514135,0.8850672865827043,6.094524400147159,2.5293875349867787,6.365434319447415,2.593515218272193,1.6577427265048887,2.2810361125534238
莠,2.4613201402110083,3.794653473544342,4.146429583887526,6.344732007961506,1.940593624176297,4.499227547132692,3.4988278189570488,5.996884873648111,4.316869538681297,5.619750754034601,-0.0,-0.0
值,6.565008074235647,7.478596434387076,6.836697076650743,8.217141954326834,6.192865644880008,6.9238078022985325,6.913169068723929,8.092223596728413,6.7205382935521385,7.983968841868357,5.634269694104178,4.679983603434108
扶,8.020140969720746,6.086614063016244,9.227521187406843,7.1046902917137045,8.570611347599897,5.995812037414405,9.328156112976105,6.446196134740777,9.158976741111651,6.972816543119669,5.851657455288907,4.4397756015126095
伸,5.467783129367758,6.501047152056902,6.3410758394963285,8.403629616470827,5.719549130006007,6.846072178565324,6.930109632480422,8.049067898527758,6.489608012912435,7.734609716354014,6.560848291790943,4.372038578998497
瘆,-0.0,-0.0,2.2516291673878226,2.2516291673878226,-0.0,-0.0,1.521928094887362,1.3709505944546687,-0.0,-0.0,2.321928094887362,0.7219280948873623
敷,6.305070637741938,6.724899573916485,7.966907781957564,7.57438020598361,6.91451713911801,6.717770996579708,7.529070615359875,8.082349573211673,6.265654796124065,6.632788761555759,5.831384341526817,4.297921262090239
旺,-0.0,-0.0,5.052997875210631,5.108932246571284,2.9477027792200903,2.725480556997868,2.057123118385559,3.628206859486415,3.9734974145612183,5.289760053836066,5.402351718994318,4.703241197881702
爽,6.851126186384969,6.0642240045133695,7.916178787155452,6.86218489924636,6.611375350314307,6.1855526580553,7.399205521235256,6.996412835528359,7.018349787899258,7.495473360619426,5.190382410069728,6.231998402763453
靳,3.321928094887362,0.9219280948873624,5.888626152862448,6.658229243607476,4.28022625367366,4.444187891679296,6.357403382060001,5.395765114578532,5.835246973061058,5.808959626209042,0.9182958340544896,1.584962500721156
毂,4.527393046413379,6.578867274719234,5.209797733063356,8.238300770612518,4.660520589671148,6.279715029994065,4.919173250643858,8.283691744813131,5.313075955253889,7.306083417811763,1.7735572622751854,1.93012496531497
公,8.152493109163046,8.556757321095166,8.927326089557447,9.28220966478941,8.541603822708094,8.864611812431104,8.946256245794126,9.329090065622024,8.857699714573396,9.100384858786036,7.067880243707101,4.592240591043348
筏,2.7773627950641697,3.3927474104487847,5.084016439218743,5.4078389369622055,3.277613436819116,3.277613436819116,5.117403238700748,6.773548634047249,4.776606190831689,5.909321669225845,3.470827110750563,4.192485142305349
轻,9.138057872219209,8.838970031251325,9.62776294524433,9.177842408043771,9.012341624615363,8.550773821372147,9.542425984723248,8.948102297423612,9.64225423562796,8.712017425830629,4.613681346873413,5.719763873742511
湎,1.2516291673878228,2.9182958340544896,3.2201287774331893,4.862507470762515,1.5487949406953985,3.0,2.12031255098055,5.298630915529067,2.6895253832100687,3.826874881864637,-0.0,2.0
殿,6.988064974049985,8.356643126563618,7.915609864193921,8.713402960368992,7.036845021072267,8.142996580982386,7.535351001916549,8.689862676406246,7.589981674519771,8.536752579581998,6.149985231131949,3.387423119239532
嗔,5.64456725685186,5.802632503583953,7.347886925382579,8.38624480558659,6.110200138872917,6.762618089580566,7.527374576419357,8.241418736904341,7.076061012787432,7.52630143870079,-0.0,-0.0
逼,7.242298616804811,6.875294609124314,8.162793242697068,7.603107701103163,6.752402436632959,6.365400007232284,8.195364108902456,7.644072860386291,7.9309658734946336,7.906186933903086,6.013919933345906,4.875229850749832
让,6.589902661803624,7.4966900392641,7.233746693933083,8.169417838852524,5.829654698228498,7.267864786401771,7.238847605986829,8.700071777792564,7.6603660697475,8.197586331466795,7.106108046324929,4.022880494333269
么,3.853408568119328,5.068691731826158,4.819280371021019,7.531248855991008,5.2415566327235465,5.47735262537938,6.125069095976571,5.640846984329809,6.118711465522066,6.501044495954436,2.388355513897411,7.365108201969421
瞿,5.429003731107057,2.371615347644718,7.442173087539641,2.5177581120141026,6.070595996312109,3.5753346327546094,7.628259863814373,3.845078600840628,7.394272421090088,4.565258061624571,1.0,1.0
云,8.812819401775496,9.146308173932791,9.209897862376316,9.44582855191764,8.6752653694681,9.011526897066144,8.751976710162182,9.225126353863104,9.226143061426724,9.4446027471651,6.767219384107562,7.203439554925314
条,5.00279977793013,8.49758665893766,5.930232295271399,9.133729989921395,4.787018466143095,8.179927326028855,5.0792605881183865,9.056379320582488,5.242415860916901,8.860677137746631,5.448254192502641,7.557528172891326
徜,2.0,-0.0,6.647459060880589,0.105078660190733,5.1446968062113205,-0.0,5.679735838178054,0.1057336282688454,6.12058304112402,0.0544665974812134,3.8801799226757376,-0.0
瞎,1.584962500721156,1.584962500721156,6.845443148673541,4.60052127968606,1.9182958340544896,1.9182958340544896,2.913977073182752,2.73215889136457,4.004886164091842,3.788754913993503,6.125775225437225,5.099120991807681
徘,6.480364741379291,0.0857426825355025,8.026981709742007,0.0666712337762103,7.277839727815434,0.1294452854584912,8.055849127421876,0.0496210486164546,7.83634350227294,0.0848693603670505,5.9738444555489565,-0.0
耗,5.119153237459605,5.057924699764575,6.29090737672998,7.232602934184887,4.44024300693899,5.063290456183498,6.2076416992489145,6.290584475831775,5.672521414072956,6.683413362164301,6.345571243613184,4.800290157492363
钱,7.875377338808034,6.094501499127324,7.970926041398755,8.363421778917871,7.760157105494796,7.021119470931318,7.978767685113484,8.32923536490774,8.11820401758975,8.191088638120947,5.925578673288191,7.067458411657178
纪,6.234911723026046,7.041870367892189,7.400734050810349,8.303238546840024,7.094678311303928,6.790716521716696,7.620292831277789,8.106838992233042,7.864693798888702,7.47006312116995,4.857353558540932,5.23915801294418
货,5.338677855636663,5.4836053918685455,6.48700420819325,7.277228928538671,5.1508165347250845,5.209999615573524,6.437964281506236,6.571865947537866,6.021854269897951,5.977010283013669,6.314790680388689,6.926620805651665
凶,6.062390792896341,6.262916004910962,7.270689973524471,7.603134399512755,6.024044114340152,6.681310097478657,7.275737135290624,7.588067323618646,6.99177542469102,7.185906303742527,6.504387258093363,2.8082900880115984
伟,4.696131794257844,3.249015541419208,7.839568137968513,6.652844536736807,6.454618951867131,4.921887734307937,6.458896903518772,6.1194371884337055,7.319257402728225,5.667328985281379,6.208765635829881,1.3994259023375994
胖,-0.0,-0.0,4.029421799608753,5.42764247057246,2.0,2.0,2.1179631753145163,2.8073549220576046,2.1556390622295662,2.5,6.293680430447759,5.324198419504151
靖,5.094945474174852,3.979682679993239,6.111361354651238,6.389577816036885,4.508917260800786,5.106027492829454,6.556731749209179,6.843323955909905,7.083309594561255,6.9291075026020525,3.1219280948873624,1.9609640474436807
糟,4.909762640997141,4.120893843890939,7.580917843135191,5.369588610985097,6.109944260658172,3.581129137211408,7.57908684158621,4.150914648397065,6.6910687923261225,4.087240088804606,5.4576004570286445,3.941642581319592
沐,5.412843078394657,6.2861115271902,6.410539647136303,7.675743440448139,5.963092248695022,6.309452723992068,6.921365068498419,7.728267443251466,5.984066796710154,7.613427478680496,5.970247258498257,0.6468012018208591
衷,4.079906176157936,5.157746343911285,5.29045925788519,6.4343594402289295,5.057260857579173,5.303092941924973,4.073277319174222,9.014810472379862,6.074393559069423,6.103177306654019,3.807471775218224,5.369065707823981
怔,-0.0,-0.0,3.640223928941852,1.9628066316931745,1.0,1.0,4.066784213473103,2.771506365888582,2.321928094887362,1.3709505944546687,2.235926350629033,1.6644977792004614
拂,8.422910796574692,7.784445802652599,8.844093398494822,7.908030108082281,8.12752396793964,7.241372083283108,8.78108283166797,7.897028364703953,8.490561403652212,7.698473166481095,4.84671940694715,3.695632745385215
蠃,1.584962500721156,1.584962500721156,2.63708527827041,5.12442130530718,0.8112781244591328,2.0,2.2157320628505213,4.464889398349428,4.919691648559654,5.524825570957913,1.0,2.0
润,7.230540557829134,7.288074198385903,8.21205634477808,8.855901743943752,6.642587033457412,8.088003143845226,8.260053990763891,8.76503691835165,7.6843395778896175,8.188352282101597,4.749604279161438,5.845154252104138
撤,4.277613436819114,4.1523912776298655,6.232706566502484,6.281290749529966,4.436605434317882,4.229871195093384,6.415518743565717,6.313083982755779,6.410199639093701,6.450103302344997,7.192555614642553,4.083139261657424
努,5.429433512717664,0.9596002304128104,7.284994906274958,0.4957974564081839,5.9016242595867805,0.7785751190893745,7.462595814817686,0.3008033552692264,7.199538723568775,0.8045966670583425,6.043749825387717,0.5768831090857429
滕,5.148758439731456,3.3959251330025784,7.849051674489507,4.603422987115367,6.6471185637280845,2.8633000313518773,7.565507333250352,3.557326253933516,6.922724230126583,2.4624413235452147,2.6488173060358404,3.3215327740702083
刑,6.428794478814652,5.810273065610011,4.933443293189144,8.381740622212416,4.883917814149172,7.075277395666573,6.542133048054176,7.773119230957075,6.994005506620467,6.750054571210659,5.097109952582583,6.484917723885511
卧,7.951617831334986,8.20192689827745,8.64576181152266,8.501636075104392,7.676228169129843,7.727036535782272,8.36516962899416,8.40737468390081,8.42633672077885,8.367601572996348,5.702508698054541,2.3688056263302686
鞘,4.2603326005698765,4.502583407161069,3.2938558540445824,5.596982816257812,1.5577277787393191,3.2810361125534238,3.8510261390024936,5.492132624412664,3.8246987351738495,4.5625,3.4082946587877534,5.071928094887363
嘬,-0.0,-0.0,5.071469601464285,5.58718199583585,2.251629167387823,2.584962500721156,3.614369445886756,3.614369445886756,3.616348566075165,3.616348566075165,2.75,1.5487949406953985
闷,6.01781139949876,6.293220770019981,6.141486595624484,7.593524123699743,5.088278111528874,6.004108980601288,6.106743765013127,7.4123714420731455,6.827867295388959,7.397671685065192,4.717056281325736,5.680224658770049
脊,4.275490346652223,4.616953761286369,6.50447806394776,6.62453558320882,5.342710588771959,4.879202529172908,6.269627420759489,6.0205313883746205,5.975510485792925,6.827740766720903,5.263146018525547,4.338371284230195
派,4.505559041054734,6.090097328700269,5.6020223316578255,7.973640752916933,3.4763079412428777,6.179207303089143,4.683654657717963,7.656306231259166,5.274068944855468,8.011696867388453,7.50127045065368,5.4450210437276425
鹈,1.623689844084022,3.9496987351738495,4.306182758622773,3.905396070550282,2.2309943059178585,3.1322576082309266,3.901156225766411,4.908833059959398,3.730467373953644,3.5444473293722414,3.140361163698484,0.699857857026928
戕,1.0,1.0,5.874439853882215,6.1364170659007415,4.333325210755073,4.879506460812007,5.805098841319137,6.125764611119869,5.586422463232856,5.740499600984591,0.9182958340544896,-0.0
谱,4.364857659740294,4.729283016944964,6.8576083466262405,7.54396266470905,6.40987918914028,7.246568749360107,7.502987978611128,8.163869819445672,7.797349354137111,8.435505597300228,3.887072278480314,6.161401344777175
昨,7.942360209197819,3.76178883573474,8.569906544438966,4.7461191468016,7.945377910795115,3.790754537460268,8.823534741752125,4.835575749183908,9.098186313888055,4.885329912880414,6.612283743509816,1.109109990747967
茶,7.525531541195352,7.517443635953671,8.410367714345977,8.740944573533525,7.594753314155811,7.608191997754229,8.287669094789665,8.166245666820872,8.48303845016545,7.9139147339027796,6.183290590304768,6.979951662905348
耙,-0.0,-0.0,0.7642045065086203,2.5032583347756456,0.9182958340544896,0.9182958340544896,2.807354922057604,2.807354922057604,1.867633890971212,1.867633890971212,4.171860873964195,2.659609819866473
霜,8.552540105350698,8.51043529336303,8.993218798584785,8.686614578050019,8.421027480902103,8.29640951209552,8.780324022059464,8.813355531668433,9.027959861963035,8.63876057933556,4.727650752417102,6.42561991183387
篷,5.1713731502314895,4.696345660335134,6.275018941411859,7.641367759310659,5.601569200221351,6.424480082277561,6.179907195901869,7.1183481522734535,6.858301751973627,6.690798233003053,2.1278647067587904,6.250467475672191
摸,2.5216406363433186,2.5216406363433186,6.423683651209887,4.449691995269324,4.323856189774723,3.7834651896016456,5.3386946457265845,5.061951546041079,5.691171197861355,4.593672744277752,5.8288342747003306,5.661183297351232
肇,3.672081277435595,5.787844793048883,4.470312195007518,8.233789127568896,5.135727440718712,5.12200221340665,7.391819299646229,6.806461682933225,2.79271283459709,2.778565388395716,5.3620610450657535,-0.0
茕,4.1875,2.8481061300625727,5.529207340539179,4.7215941121266125,4.028758439731454,3.758562939644915,5.455955342515266,4.917373600574796,4.742191520596854,4.040563459379105,1.5,1.0
疾,7.364291305363462,7.973089297806968,7.710136961616132,8.762388437010802,7.726359663551885,7.272587480550235,8.408546872892497,8.2339911633699,8.236567512313998,8.123892146329219,5.678255431259404,3.038917392231603
矶,3.373706230348019,6.361983433917684,5.418289817340053,7.993947838033049,5.33769134689861,5.783184076302348,5.648167597770944,7.993684364338744,5.339746792635305,7.704325036266534,0.4381334071881831,6.843158258698215
器,6.524537456668556,7.569894571165527,7.665949258559647,8.520007769460909,6.603457702606493,7.7852255843192095,7.120193779693632,8.671771055445548,6.97188097058728,8.3033034819985,5.365982808210038,7.536520736219485
汍,3.4316235658474303,0.2974722489192896,4.439087271742425,0.5676608980694471,1.8676338909712125,-0.0,3.155386054284301,0.2525307715161392,3.97038040933241,0.110580844769887,-0.0,-0.0
普,5.403307519464238,4.5611823793512505,5.535520499803432,7.239564596751309,6.340186691372873,4.589108135625521,7.888587781365934,5.49458695774039,7.071885437456781,5.529239203521773,7.387953133596864,5.856852495870294
蚊,5.620133899758185,4.248412896547937,7.143951087791046,6.599903149896615,5.172336723047303,4.814353495990418,6.802446030089296,5.955969203520781,6.355269526235398,5.941865410753069,5.6735475332455305,1.793147246824457
柬,1.854285871987246,1.505876255604107,5.416580915352297,6.010517296884981,3.75094955748205,5.204703316204843,5.758090011923351,7.459873766378778,5.700510454972829,6.930520101656861,3.8336859145887434,3.1706495041210507
潦,4.945025914070886,4.00395717822009,7.055459136972199,6.666776037514098,6.206557308124146,4.8359497818299095,8.028297570238658,4.631318296873978,7.423203013054508,4.72245925066847,3.257069534165553,0.5228488800071196
婉,5.226504117260354,4.233878603882497,7.368504991277521,5.520638388380584,5.877229104743595,4.803529047118318,7.214638945452965,6.01134659271447,6.9978725948127,5.981215174828001,3.4856798585658635,4.078688472976633
鹾,-0.0,-0.0,4.238901256602631,4.392747410448784,3.084962500721156,3.084962500721156,5.28293674835118,4.728912581206165,4.186704345910023,3.879664004902593,1.584962500721156,1.584962500721156
膈,-0.0,1.0,2.038526733366849,5.147178888490231,-0.0,0.9182958340544896,2.2825759629682523,5.522665866803592,2.0424223967771704,5.334962500721158,2.9346939516467017,1.4513146886497212
垂,9.04900870517149,7.929965901200886,9.356791257752974,8.29847660877809,8.60730545480773,7.828834559199524,9.522256206136769,8.0248033683369,9.175512100061818,7.374974827954127,6.3264104739727385,4.931548166108412
粗,6.614343214206026,6.437805877231261,8.745112715343577,7.396184177097778,6.618907985728797,6.013734300391756,7.987648483046331,6.959972887008593,7.854677011944848,6.941195184270004,6.438719210785992,4.8027719894745
电,5.874295565483082,7.131789553827871,6.679124178009105,7.742509191692821,6.222486338367951,6.8155743642084525,6.611404349716288,7.918650510797219,7.027351191377775,7.5582672858823345,6.162921052954562,3.2982939761852648
砍,-0.0,-0.0,3.219528282299548,3.381580488309164,1.5,1.5,4.821467880199451,4.638562939644916,4.513153408920675,4.392126684633539,6.345701136820705,4.758213331835117
兀,4.715781142556011,5.46108978523926,5.854462263711135,7.0349408362312165,4.885228959702284,6.273216890512941,5.68023939728434,6.490174390437628,5.926040906456153,6.644552524895508,3.1762234619916705,3.771527784112273
茗,6.098885673759298,6.676717561754163,7.393132690009449,7.510084007923112,5.326515720229601,6.711661020066674,7.271091355361892,7.78989683221381,7.061493978684633,7.76903954199323,1.584962500721156,1.584962500721156
什,3.303447631991965,6.0374553494421805,4.515480355942453,6.720179080959084,4.881559051453458,4.949066747183525,5.754737685646737,6.269168309987452,6.676348352029229,5.912616196714216,5.80059722043329,0.1281866924773596
蕴,3.1253077082378566,7.316982907423215,7.058809612566802,7.733879354501276,5.773283164493604,5.465309785522864,7.369419287291854,6.739070561495383,7.403603338030914,6.452254290823039,4.948598378184816,2.1329147585819213
瀣,-0.0,4.392747410448783,0.9824843441477412,7.215759274477567,0.4692289433776873,5.768958559416981,0.5254886850545168,7.242463207282632,1.1381157471478245,6.233646136643985,-0.0,-0.0
冕,4.452562744381595,5.790913167412696,4.603396569640199,7.232857705931858,1.2483589324422422,8.193489060128046,4.459385070111025,7.745267277488022,4.357039032025851,6.680878843911216,1.4921474167487252,5.052849525586924
爷,4.130640983527281,3.5393538721672,5.948862165182742,5.844568702959066,4.567099536193327,2.3506278344053224,5.063073109988594,4.814571055829826,5.666809996802479,5.160627368713653,4.343553717639285,5.212496211016415
砚,4.78345467456853,6.59560658857957,6.806743716143798,8.457102968639939,6.457315520313275,6.569065682906572,6.87070146590125,7.720808079727218,7.702694869777553,7.955106411327421,2.321928094887362,-0.0
辞,5.858540709289168,8.367867333474209,7.22281284546665,9.495228123929849,7.984640513919194,8.611975528558458,8.562775059311857,9.28731490795001,8.075951533771176,9.051903803583585,6.310954477224268,4.12795883640038
泌,1.4144912150375046,4.748818402716859,4.297639784450638,5.2540680658219765,2.1280852788913944,2.5216406363433186,4.450985258632551,5.096844900151081,3.928340745993825,4.914349876247689,0.934056166751694,5.2987425017407945
卤,4.700439718141093,2.852446010557985,5.812415974055122,5.576515326712012,5.08394708006905,4.642319258733059,6.201126032636797,4.387776143903977,5.357409763368013,5.126561509946211,4.300153016697712,2.4483603334653297
僵,4.413716068381603,3.1443344931019004,6.947740096185621,6.743675516906043,6.077583251432564,5.49540404940293,6.717554420951484,6.366907353464098,6.944906327662068,6.693081240803392,6.224104188305577,2.973881545661721
旷,7.361504262801231,6.725730076366067,7.762185860708166,7.571656546390485,6.990713969093362,6.499109367651329,8.383318527777101,7.491857101493418,8.024713106179462,7.044289373490661,4.262397474510714,3.778585268088619
赖,7.116265305702931,6.233240077395164,8.702085118790846,6.561725637951487,7.18441915063949,5.732814219340099,7.712769372983668,7.368837319854646,7.057979242685951,7.822509339552955,4.5687124894624125,6.255376549184981
呆,-0.0,-0.0,5.297217008957829,5.774331091022418,3.7758309873874936,3.7166308917868656,3.350021200254752,5.392577707166096,4.493695790074372,4.96607632020845,6.928573564002615,3.815525324153359
