Character,唐Left_Entropy,唐Right_Entropy,宋Left_Entropy,宋Right_Entropy,元Left_Entropy,元Right_Entropy,明Left_Entropy,明Right_Entropy,清Left_Entropy,清Right_Entropy,CaiLeft_Entropy,CaiRight_Entropy
蚴,0.9182958340544896,0.9182958340544896,3.5068905956085183,0.5665095065529053,2.0,1.5,3.521640636343319,1.0892300788425848,3.969815782426811,1.022420703848328,-0.0,-0.0
朋,5.629215382236709,6.895086185921763,5.12237355384857,8.886257859507937,6.326455595857129,6.74435638889051,7.118028355694121,7.521554641571772,6.5246068820332095,7.6355789396372336,4.588455140070899,0.1045241920419736
脚,6.038434976195953,7.029059677355245,7.165847549271296,8.476343641890304,6.222872135066673,7.412263474459681,6.500261365532072,8.264441452971656,6.493624562518846,8.413817579161579,6.281700721636205,7.251402893801208
骤,6.093704521648923,5.008631663127098,7.858405431513033,7.011354123214813,5.262310820669107,5.753634662459255,7.412660864436407,6.703282819872749,7.183054289821221,7.2397864411395165,2.3448301742625355,5.444358185351466
沱,2.4216586877261754,4.632014074169872,2.8190710781361616,7.216231159665773,2.744321910775782,5.868511276638645,2.8466979501327248,7.438720894825326,2.981419506368235,6.955582306458993,1.521928094887362,2.170950594454669
礴,1.4353713907745331,2.9139770731827523,1.9426959367064236,7.102926757456426,1.662142943471033,5.987492001110315,1.4579498652391814,7.11641248351371,1.9457017365785252,6.623865520840821,-0.0,-0.0
申,6.643293380184171,6.867083702556812,7.29527896803887,7.797580411407208,6.20749352210872,6.282094705287204,7.559714597460815,7.457918627151599,6.729697435409849,7.553253349000013,6.8972505553839945,1.8564457321681744
鼾,0.8112781244591328,-0.0,5.626277259042255,4.457388963966351,2.94770277922009,1.224394445405986,5.507603006779242,3.8434438596982026,5.595355023771523,3.219231342370405,1.9936818832128569,4.358992812246897
扰,5.19159116946609,5.2922742534478,6.059966833300367,6.236059973216424,5.159270559969948,5.248388272907566,6.038203569164057,6.295252832447191,6.436113364795357,6.475161411259003,2.2018835327965216,5.026650609485242
蜗,5.33496250072116,3.215738033785916,7.928448812977739,4.795766182917595,6.262506317411778,4.027975032556823,7.502088305304337,4.910742126892227,7.484210189286768,4.729777324813249,4.256257645569662,2.385100970859773
珥,4.538750539919588,3.920805271455232,6.398527669632233,5.476711227411468,4.991702529871616,4.070707361699288,6.419257089291352,5.718929630245242,5.667884778787417,5.1853811433969375,1.1488348542809166,2.5216406363433186
环,7.051134516806775,7.479379092056854,8.020712837591871,8.541515777778287,7.267754554644236,7.601145195767309,8.064073190566676,8.433827360896496,7.76097306982181,8.731122304381092,6.534519786215943,5.197767219385177
匮,4.051108500731241,4.75,4.338485225429703,6.680129990416615,2.4534045498264394,5.453369870697905,3.420201296328251,7.0751542373782925,3.8354492409570775,5.528814311850629,3.8279097821439705,0.7653636126766978
荧,4.5383777680534045,4.759150958768194,5.424185066468965,5.999297588588563,4.58190717417606,5.270772238282224,5.383234693266549,5.710685062304682,5.176816755757386,5.2987128176816265,5.778736726667583,1.7636147622103262
邪,6.269964953232966,6.913447386165094,7.030763666338289,8.179562479244117,6.142423877296269,7.066027981022942,6.376075713015235,8.107151234557165,6.636510430089939,7.065609897167466,6.692524453045992,1.9202588342560616
跋,4.829966150010236,3.5569010760354054,7.619973517316315,5.706088333026634,6.125685511306318,3.4018353033153943,7.350181438183992,3.932565134726497,7.1476591045462525,4.296116200982832,3.7072309891379063,0.8773516241567277
燕,8.37655165225703,7.826302516214257,9.244707786597134,8.156739428541007,8.695696885146265,7.317982317497638,9.275449428260307,7.728653512542426,8.888242549449664,7.699793901492848,6.417047221153679,3.95805424540434
何,9.123007383007277,7.038580074811764,9.531740142463327,7.432888473276182,9.215702836727235,7.259029057138523,9.607697868995183,7.429256929689282,9.600445636934875,7.26774907175022,2.42060735954619,7.474040250583815
功,8.212258959502382,7.330968972152815,9.075450843227172,7.091398060755698,8.595289010606015,6.831995600606947,8.824998586169391,7.584923071202775,8.610997989095427,7.443130724110506,3.033136882865352,5.791162987993638
诚,7.632751489809334,7.383992287858561,8.671965617967167,8.153524404256695,6.570045042091717,8.051568306196243,6.472051850344137,6.563973383339445,7.6948116831110545,8.148937112513371,5.080665518092279,5.0770592982368505
腾,6.934700775813674,6.957106883185602,7.683731621785475,8.367164616193865,7.139452048646566,7.646450926904187,7.67184588584146,8.590289322520416,7.222970406012055,8.505170193688375,4.949702169298607,5.60670480694268
荔,4.219617470315799,4.232878419567273,7.469943374151991,4.281687794892616,5.681280927485085,4.899841059435173,6.750637566719012,5.900391082310733,6.855671734524523,5.727954415893908,3.169925001442312,0.5032583347756457
沌,0.3533593350214213,4.189898095464288,1.5226062088677663,6.593927749191817,0.5304245472812996,5.641202956100174,0.9125202109230148,6.765212140873162,0.9857045225762752,5.969030222393819,-0.0,4.858303364728648
蕊,5.434095146980472,5.994126419950747,7.111842147911521,8.560844005856975,6.43073752912402,7.068926490911334,7.345155471207939,8.181926110533782,7.260937795494166,7.842784424087658,3.362663373482452,4.379873095945058
烹,6.996771759622939,6.512753836750152,8.414721160874684,7.809413275525239,7.346257330508873,6.3345013751315165,8.259337857394605,6.858828231485057,7.95349822278965,6.137990652706781,6.231857531809235,1.0749530032444934
茱,6.141104080256024,0.2288900640957863,6.7088694399749205,1.4767580394011257,4.7172232412544215,0.2915489594998521,6.609209904612103,0.2732924447163005,6.469065017385161,0.283378460818482,6.386657236399706,1.921605455977888
辖,3.345062046266843,5.113649565593692,3.60987201174787,7.109220505291307,2.164893411395898,5.384376085720193,3.014151168649072,7.543998003591604,3.3661586050914605,5.675430473912973,2.343570090459015,3.2623711054843225
猕,4.875145808605837,0.1720369493531137,5.686332949261345,0.3124298850971727,2.0,-0.0,4.958960313012946,1.4701915453303418,3.4182958340544896,0.4138168503036337,3.5585186130489053,-0.0
颂,6.463028504387474,6.542933660704646,4.188193030570453,5.750559318651381,6.860756447522342,6.905257792567532,7.940743982146963,8.231553462752606,5.843013998742933,5.706193056321935,4.724079743705798,5.017665031271148
来,8.464665793807397,9.497394796052648,8.302189801428044,9.80889252419094,8.07586868072456,9.601809566935358,8.355379694833678,9.83004715703924,8.392309532025761,9.864676318610492,6.531682064666472,7.211906352039636
事,7.27945164964201,9.25460696391178,7.624711594009032,9.45305894998989,7.357679148897544,9.207482528261831,7.445763574140444,9.5654083779898,7.381451009883588,9.54070110066913,5.316314629548531,6.294048687691944
饿,5.421787991109201,4.956085853674169,6.842288360429688,6.8955739555654,5.400424242520068,5.210345133745143,6.4499409141335935,6.264907244605294,6.858626917109972,6.348053868979636,5.229215726689623,4.786586862141497
楚,8.95083971730483,7.2973325190998946,9.49643035188938,7.879955352344412,6.891230105723754,6.068485607468998,9.284089012169204,7.72850567233024,8.919806268615012,7.88438827633025,0.6888925791922363,6.336869604782991
奕,4.394485142498787,4.636286013821524,6.477121414428244,6.375527672362056,5.647557482005069,5.300770953486067,7.313576850780199,6.08477167772413,6.1786751374664775,3.520926185127556,2.4565146388784966,3.2792364851015523
蛰,5.826544670932949,5.868419006471528,7.297363908111898,7.154639383796751,6.120046735523133,5.89101422015925,6.541973231737412,6.754991557851371,6.4802656909237015,6.341943763792632,3.920095980970584,3.523396895446428
呕,3.921928094887362,2.460964047443681,6.927961088261792,4.7628987237911895,4.106890595608519,3.8062389286533898,5.976562792840257,4.089925016791139,6.554465672890667,3.912143053732611,5.937029281321125,3.0339384208436213
溪,8.234488359040622,8.279755543580512,8.875522247816415,8.250634255750443,8.483359155486228,7.540162296390952,8.87008445184585,8.288530550971343,7.740668369352395,7.69609741962971,4.587006535060883,5.747341779234697
稼,5.154426267073074,5.296885486386873,6.079983700693597,7.046438249386659,5.818590384882239,5.359177423249348,6.250151974570181,6.510817462333879,5.93423909050151,5.434835559159132,-0.0,5.521026038513753
诃,3.533107671515576,3.622447519575769,5.187158508206298,6.989237555249277,4.069883966279267,4.71180339128496,6.275361080010241,4.558188211042393,4.9748455673143965,5.927103723736605,0.966980348768924,0.966980348768924
撰,3.478094888169261,3.892724905113433,5.20260298080971,6.711019653549759,3.013679484600078,4.878791884332857,4.901212271531042,6.869675009859001,6.196911059062973,6.5535850553121815,4.501846163206354,2.6165828449212447
谧,3.507601311512056,4.243856189774723,3.787873295941529,4.804507667524723,2.5341591278514217,4.251629167387823,3.9995267840479536,5.778865654770431,2.9312089489103235,3.3927474104487847,-0.0,3.368042422572715
几,8.910944714571905,6.543993909991566,9.16078484100517,7.920222214377211,8.946783751494673,6.845948349076574,9.503481399157987,7.326937731238649,9.711784613111044,7.181749897556556,6.830224298543297,4.5747345768770495
绯,4.134639764467799,4.394102928664278,6.376057800196793,5.345131597422732,4.957205915460388,4.4847733162610695,6.777949155179073,5.520959848162423,6.3794656728906665,4.403976993770297,5.036375076173502,0.153951148464781
皴,4.065260267657296,4.628355768472785,5.968975031898752,6.712047343199907,4.116729296672174,4.3871987351738495,5.4232140562385895,5.892318879259737,6.85912434688211,6.641857097286716,1.0,1.0
观,8.212803411925131,8.674863052744676,8.894187839613835,9.44285060785598,8.366813512753156,8.65997413502469,8.990982140782393,8.809322765016104,8.636150769333362,8.786273309328365,6.6148907719091055,4.613168814714178
精,8.184890778115571,7.038299409923406,9.352395048679652,6.824869254441566,8.651446835050132,7.044692701473224,9.229392086239928,7.155232884909875,9.21604986580136,6.722806793576123,7.024039976549492,4.161972825638853
寇,6.514388067025374,6.725418320990947,7.709751302133942,6.701870996152132,6.3138165712912375,6.554507761811489,6.183702166918446,8.07874262275198,7.0311890102050665,7.474106984017208,5.796156532593785,4.148190318620287
碍,6.006546075179147,6.821585793524448,5.764915878227649,8.544246894771353,4.817272970627338,7.182159931425073,5.672230488971834,7.995137414891071,5.139033478911043,8.023142226822275,2.7271656687961703,6.234234957290833
汨,5.697444341175262,2.282386335622657,6.477890979220274,3.2480455530870844,5.409349748086273,3.5448088010997587,6.847944620860666,4.66338247416242,6.009528682789914,3.5036843701692715,1.5,1.5
蹂,1.9219280948873625,1.3709505944546687,4.508621780036168,4.649695610927063,4.277613436819114,3.7887549139935017,4.697801638208779,5.146032521368464,5.569065001158055,3.5965737046997464,4.918409691329299,-0.0
医,5.884652224000732,5.765601545168154,7.941735080973522,7.9637139672134785,6.632797330410731,6.621186964929096,7.680464666722313,7.148403495510134,7.096067454030926,7.390651045315168,7.333079605246257,2.41303900726612
趣,6.8464677982443,7.502845769018575,7.513263912805185,8.914498092359178,6.550144864959171,8.295216939805501,7.289080211097168,8.72079884690079,6.983132466809545,8.505326357596276,1.938340419978849,6.02011487228381
聋,4.9936414479201865,5.256716511252108,6.1829768908260965,7.46105049876751,4.273482034351877,5.879506460812012,5.905526333314871,6.389880210105509,5.740266710160386,6.613132006746335,4.803189004703838,3.4203253842582475
乃,7.961340542670015,7.723677100842921,9.436597200528968,8.373161348938865,8.65200123193611,7.273271766849035,9.229062115411686,8.610761795164553,9.078649489504802,8.622149317882668,4.4938103559459925,4.424078783171628
惰,3.692279682039657,4.373551149096553,5.755559538560769,6.87190357116329,3.772368358901741,4.8125,5.293432599168037,6.051935736339105,5.475151490793582,6.238106869574535,0.8518909433129286,4.699029108743004
歧,3.596791631981637,3.063458298648303,4.985982617186331,5.949673818383196,3.6513439550689792,4.4311906574850966,5.366260989651592,5.3887648248021405,5.260625112600176,5.779929016029523,3.9939703079788624,3.1826317515042737
席,7.216362680025568,8.097405499667694,8.204348898842941,8.323806056636254,7.206480462730016,7.939960517826683,7.759034091948187,8.652299939075423,7.153601025179592,8.583250176751587,4.513854410287264,7.36471393850949
辊,1.0,1.0,5.810832378374859,5.029119973585384,3.75,3.452819531114783,0.8112781244591328,1.5,3.11583409216322,3.7216117239699,1.584962500721156,1.584962500721156
僭,3.94770277922009,3.794653473544341,6.10854199377478,5.957789343110153,4.220175521464345,4.220175521464345,4.906422728073971,4.507214175404438,4.450212064914748,3.9371932086075936,2.2516291673878226,1.4591479170272446
欲,9.450866204043145,8.622956756230735,9.677444735718266,9.256825502096971,9.152060575986315,8.737968772067312,9.570570815956216,8.976165735211119,9.630795508731216,8.98156446407242,5.696958544316312,5.823388023633281
烘,4.996115365169274,5.168295834054491,6.322016060822608,7.195988542214552,4.897629960371839,5.479757419459165,5.66843034833364,6.624406998903029,6.160952019598612,6.918866077619507,5.941490622186881,3.5971973179041417
拼,-0.0,-0.0,6.343827658163565,4.737675827607468,0.9182958340544896,1.584962500721156,5.112712360481517,4.786461929100916,6.612685489536153,5.560795478058749,7.099393378570638,5.181693555964778
漱,6.052416082712914,5.893415896342983,7.546473365705473,6.141143532496329,6.12712183594649,5.08105845731013,7.58420273511693,6.120246275989158,7.006694510241293,5.303540179338499,4.659897665163057,2.284704754571639
