,Charcter,Frequency,log_frequency,Frequency_per_million,CD,Log_CD,Strokes,Tone,Rhyme
0,云,249915,5.397792323440279,4852.951671,208321,5.318733051630032,4.0,平,上平十二文
1,髻,3435,3.5359267413955693,66.70223472,3365,3.526985068559996,16.0,仄,去声八霁
2,高,127914,5.106918079975169,2483.886362,112007,5.049245165227106,10.0,平,下平四豪
3,梳,3219,3.5077209766856137,62.50785839,3139,3.4967913157000425,11.0,平,上平六鱼
4,鬓,23345,4.368193878266824,453.3227568,22886,4.359569893603762,20.0,仄,去声十二震
5,不,497715,5.696980729590844,9664.833407,324858,5.511693566231678,4.0,平/仄,下平十一尤 上声二十五有 入声五物 入声六月
6,分,67965,4.832285321234867,1319.772164,62013,4.792482741698998,4.0,平/仄,上平十二文 去声十三问
7,扫,14651,4.165867268352943,284.49910939999995,14243,4.153601474288411,6.0,仄,上声十九皓 去声二十号
8,除,13197,4.1204752166965255,256.2647428,12728,4.104760166638525,9.0,平/仄,上平六鱼 去声六御
9,虚,36375,4.560803001993964,706.3446253,33850,4.529558673021163,11.0,平,上平六鱼
10,室,17310,4.2382970678753935,336.1326588,16476,4.21685178328438,9.0,仄,入声四质
11,事,121313,5.083907342711158,2355.705444,105724,5.024173586024794,8.0,仄,去声四寘
12,元,32300,4.509202522331104,627.2146088999998,29485,4.4696011321138265,4.0,平,上平十三元
13,君,143947,5.158202618175392,2795.221712,108740,5.036389328665692,7.0,平,上平十二文
14,新,100395,5.001712084059182,1949.511166,91283,4.9603899046577045,13.0,平,上平十一真
15,糊,1875,3.2730012720637376,36.40951677,1846,3.266231696689893,15.0,平,上平七虞
16,白,142234,5.153003423731231,2761.957978,124628,5.095615625624742,5.0,仄,入声十一陌
17,纸,9312,3.9690429673058127,180.8242241,8947,3.951677437343301,7.0,仄,上声四纸
18,屏,14295,4.1551841596940085,277.58615580000003,13788,4.139501274735911,9.0,平/仄,下平九青 上声二十三梗
19,风,339987,5.531462311347542,6602.006601,282793,5.451468655128404,4.0,平,上平一东
20,上,169922,5.230249611123669,3299.614884,144808,5.160792555368602,3.0,仄,上声二十二养 去声二十三漾
21,尽,86801,4.938524728540321,1685.5373149999998,78519,4.894974759888139,6.0,仄,上声十一轸
22,画,45069,4.653877921964921,875.1682726,40540,4.6078837443569896,8.0,仄,去声十卦 入声十一陌
23,蓬,23789,4.376376186315962,461.94453030000005,22763,4.357229498390283,13.0,平,上平一东
24,莱,10832,4.034708651341068,210.3402057,10483,4.020485585796552,10.0,平,上平十灰
25,五,63378,4.801938530173492,1230.699922,56715,4.753697936418217,4.0,仄,上声七麌
26,色,82188,4.914808412257522,1595.960194,75833,4.87985823728254,6.0,仄,入声十三职
27,山,322612,5.508680517537929,6264.611746000001,247097,5.392867472673003,3.0,平,上平十五删
28,摇,19588,4.291990095346182,380.3677944,18411,4.2650773780035935,13.0,平/仄,下平二萧 去声十八啸
29,光,89182,4.950277207632609,1731.772546,80179,4.904060635386814,6.0,平,下平七阳
30,入,83929,4.9239120485978045,1629.767644,76643,4.884472495782731,2.0,仄,入声十四缉
31,袖,14577,4.163668153782669,283.0621472,14204,4.152410663629579,10.0,仄,去声二十六宥
32,凉,39924,4.601234046916447,775.2605586,37739,4.576790388138512,10.0,平,下平七阳
33,松,55234,4.742206495605057,1072.5564,50310,4.701654317325748,8.0,平,上平二冬
34,阴,57888,4.76258854517972,1124.092857,52274,4.7182857335291954,6.0,平,下平十二侵
35,十,82591,4.916932724520216,1603.7858130000006,72189,4.858471025779403,2.0,仄,入声十四缉
36,丈,14068,4.148232359644905,273.178177,13391,4.126813010041554,3.0,仄,上声二十二养
37,印,7151,3.8543667780408697,138.8610424,6723,3.827563111254724,5.0,仄,去声十二震
38,回,80324,4.904845327473661,1559.76428,73953,4.868955796412949,6.0,平/仄,上平十灰 去声十一队
39,廊,5880,3.7693773260761385,114.1802446,5774,3.7614767795447017,11.0,平,下平七阳
40,老,123046,5.090067500150456,2389.357547,108521,5.035513787047547,6.0,仄,上声十九皓
41,僧,23509,4.371234155976554,456.5073758,21588,4.334212409393176,14.0,平,下平十蒸
42,读,17084,4.232589562754788,331.7440984,16070,4.206015876763344,10.0,仄,去声二十六宥 入声一屋
43,罢,16707,4.222898472609422,324.4233582,16261,4.211147249814492,10.0,平/仄,上平四支 上声九蟹 去声二十二祃
44,楞,564,2.751279103983342,10.95198264,551,2.741151598851785,13.0,平,下平十蒸
45,严,12392,4.093141404751149,240.6329236,11812,4.072323438293041,7.0,平,下平十四盐 下平十五咸
46,咒,554,2.74350976472843,10.75779855,533,2.7267272090265724,8.0,仄,去声二十六宥
47,一,372549,5.571183401997288,7234.308833,277967,5.443993239915942,1.0,,
48,殿,17040,4.231469590430681,330.8896883999999,15817,4.199124114623325,13.0,仄,去声十七霰
49,神,60000,4.778151250383644,1165.104537,51184,4.709134222740032,9.0,平,上平十一真
50,柏,9737,3.988425170006303,189.0770479,9279,3.9675011747228415,9.0,仄,入声十一陌
51,子,136901,5.1364066204707015,2658.3996030000008,109487,5.039362556039773,3.0,仄,上声四纸
52,香,95787,4.981306571590372,1860.031137,85224,4.9305619140132215,9.0,平,下平七阳
53,经,45032,4.6535212356521445,874.4497915,41926,4.622483429997327,8.0,平/仄,下平九青 去声二十五径
54,月,195220,5.290524308436691,3790.861794,166634,5.221763619554885,4.0,仄,入声六月
55,愁,74906,4.874516606251231,1454.55534,67775,4.831069526252524,13.0,平,下平十一尤
56,闻,67562,4.829702497265275,1311.946545,61560,4.789298611159442,9.0,平/仄,上平十二文 去声十三问
57,雨,140123,5.146509426886436,2720.965716,126318,5.10146524084571,8.0,仄,上声六语 上声七麌 去声七遇
58,年,196280,5.292876049308879,3811.445307,158646,5.200429126547824,6.0,平,下平一先
59,苦,39787,4.5997411939198445,772.6002366,36445,4.561637954564606,8.0,仄,上声七麌 去声七遇
60,忆,37080,4.56913972547246,720.0346036000003,35378,4.548733277598154,4.0,仄,入声十三职
61,青,125441,5.098439507495583,2435.864636,107889,5.0329771677336215,8.0,平,下平九青
62,华,70726,4.84957909669335,1373.386391,64138,4.807115413302023,6.0,平/仄,下平六麻 去声二十二祃
63,为,168703,5.227122805599565,3275.9438440000013,130199,5.114607648624265,4.0,平/仄,上平四支 去声四寘
64,客,105003,5.021201707306447,2038.991194,95816,4.981438036547301,9.0,仄,入声十一陌
65,久,42459,4.627969761389187,824.4862253,40142,4.603599006600035,3.0,仄,上声二十五有
66,发,58620,4.7680458141024165,1138.307132,53727,4.730192591176918,5.0,仄,入声六月
67,著,29371,4.467918733281008,570.3380890999998,27375,4.437354127848175,11.0,仄,上声六语 去声六御 入声十药
68,书,94188,4.9739955751309255,1828.981102,82716,4.917589524541811,4.0,平,上平四支 上平六鱼
69,勤,15082,4.178458936452201,292.8684437,14381,4.157789086282049,13.0,平,上平十二文
70,酒,106901,5.028981767813554,2075.847334,95552,4.980239781708913,10.0,仄,上声二十五有
71,共,49077,4.690878007126146,952.9972557,46545,4.667873034639847,6.0,平/仄,上平二冬 去声二宋
72,邻,18188,4.25978494553307,353.18202189999994,17383,4.240124730168566,7.0,平,上平十一真
73,饮,23598,4.37287519679339,458.2356142,21786,4.338177499296536,7.0,仄,上声二十六寝 去声二十七沁
74,蔬,4165,3.6196150057428063,80.87767325,4056,3.60809794632528,15.0,平,上平六鱼
75,从,82031,4.913978005855918,1592.911504,73697,4.867449809297806,4.0,平/仄,上平二冬 去声二宋
76,野,50814,4.705983383250224,986.727032,47656,4.678117587090789,11.0,仄,上声二十一马
77,何,240839,5.381726815282396,4676.710190999999,193272,5.286168940804033,7.0,平,下平五歌
78,时,191852,5.282966330948652,3725.460593,157704,5.1978427089021215,7.0,平,上平四支
79,登,37064,4.568952287195098,719.7239091,34971,4.5437080511903565,12.0,平,下平十蒸
80,眺,3867,3.5873741720730656,75.09098738,3832,3.5834255004065065,11.0,仄,去声十八啸
81,整,4559,3.6588695922019614,88.52852637,4301,3.633569442554092,16.0,仄,上声二十三梗
82,屐,5978,3.776555910703261,116.0832487,5907,3.771366970857781,10.0,仄,入声十一陌
83,待,30716,4.48736465891693,596.4558491,29524,4.47017519665518,9.0,仄,上声十贿
84,晴,35552,4.550864037260773,690.3632747,33884,4.529994673069141,12.0,平,下平八庚
85,石,86626,4.937648261091439,1682.139093,74412,4.871642977394576,5.0,仄,入声十一陌
86,势,12798,4.1071421058330735,248.5167977,12225,4.087248867795658,8.0,仄,去声八霁
87,虎,23644,4.37372095067685,459.128861,21364,4.329682569297098,8.0,仄,上声七麌
88,蹲,1166,3.066698550422996,22.64186483,1122,3.0499928569201424,19.0,平,上平十三元
89,伏,9546,3.979821430030225,185.3681318,9219,3.964683814976041,6.0,仄,去声二十六宥 入声一屋
90,形,15830,4.199480914862356,307.3934136000001,14733,4.168291188851266,7.0,平,下平九青
91,龙,75243,4.87646610290003,1461.099344,65838,4.818476629583367,5.0,平,上平二冬
92,屈,8606,3.9348013417465366,167.1148274,8359,3.9221543252310576,8.0,仄,入声五物
93,盘,22356,4.349394100943869,434.1179503000001,20826,4.318605864055056,11.0,平,上平十四寒
94,寺,15781,4.198134519831677,306.4419115,15077,4.17831493483216,6.0,仄,去声四寘
95,开,92006,4.963816149975169,1786.610133,83461,4.92148358396879,4.0,平,上平十灰
96,唐,10813,4.033946202990362,209.9712559,10203,4.008727886652385,10.0,平,下平七阳
97,阁,26860,4.429106008332696,521.5784642,25622,4.408613026855303,9.0,仄,入声十药
98,坟,4267,3.630122642859312,82.85835096,4074,3.610021024664145,7.0,平/仄,上平十二文 上声十二吻
99,掩,15422,4.188140698788866,299.4707027,15056,4.177709606083181,11.0,仄,上声二十七感 上声二十八琰
100,宋,5866,3.768342058644533,113.9083869,5601,3.748265572668741,7.0,仄,去声二宋
101,衣,71003,4.851276698802467,1378.76529,65674,4.817393468625396,6.0,平/仄,上平五微 去声五未
102,冠,23764,4.375919543704649,461.4590701,22696,4.355949322787796,9.0,平/仄,上平十四寒 去声十五翰
103,幽,55261,4.742418739620528,1073.080697,51041,4.707919174534178,9.0,平,下平十一尤
104,涧,12544,4.098436045340363,243.58452180000003,11988,4.078746734273607,10.0,仄,去声十六谏
105,泉,40487,4.6073155976695,786.1931228999997,37118,4.569584567429256,9.0,平,下平一先
106,声,107918,5.033093888137047,2095.595856,95595,4.980435177535547,7.0,平,下平八庚
107,细,29191,4.465248972927136,566.8427755,26888,4.429558499461421,8.0,仄,去声八霁
108,斜,32079,4.506220821543205,622.9231405,30495,4.48422863769372,11.0,平,下平六麻
109,阳,72744,4.861797178079229,1412.57274,66228,4.821041640112887,6.0,平,下平七阳
110,塔,4807,3.681874122128647,93.34429179,4590,3.6618126855372615,12.0,仄,入声十五合
111,影,54012,4.732490258986103,1048.827104,50466,4.7029988833591805,15.0,仄,上声二十三梗
112,寒,120787,5.0820201947811645,2345.491361,108892,5.036995974489678,12.0,平,上平十四寒
113,近,40539,4.6078730314848055,787.2028801,38751,4.588282914297251,7.0,仄,上声十二吻 去声四寘 去声十三问
114,城,80652,4.9066151414484045,1566.133518,71720,4.855640280890145,9.0,平,下平八庚
115,多,104839,5.020522869804577,2035.806575,94275,4.974396541077658,6.0,平,下平五歌
116,战,14442,4.159627340658673,280.44066200000003,13260,4.122543524068754,9.0,仄,去声十七霰
117,鼓,25619,4.408562173692906,497.4802187,24025,4.380663396340583,13.0,仄,上声七麌
118,栖,21197,4.326274399813678,411.6120144,19765,4.2958968186789885,10.0,平,上平八齐
119,息,24615,4.391199840108775,477.98413610000006,23382,4.368881656176334,10.0,仄,入声十三职
120,此,150455,5.177406625019452,2921.596718,123598,5.092011443277139,6.0,仄,上声四纸
121,中,200441,5.301986560770692,3892.245307,164602,5.216435107812379,4.0,平/仄,上平一东 去声一送
122,安,63224,4.800881968931169,1227.709487,56547,4.752409569155264,6.0,平,上平十四寒
123,相,160314,5.204971450346999,3113.042811,131082,5.117543059063233,9.0,平/仄,下平七阳 去声二十三漾
124,见,126094,5.100694421792063,2448.544857,107183,5.0301259085688725,4.0,仄,去声十七霰
125,谈,18080,4.257198426139344,351.0848337,17446,4.24169586813981,10.0,平,下平十三覃
126,史,14473,4.160558562107558,281.04263260000005,13679,4.136054349551055,5.0,仄,上声四纸
127,江,145127,5.161748217814528,2818.135435,121823,5.085729290185951,6.0,平,上平三江
128,楼,63134,4.800263305926356,1225.96183,57275,4.757965097861435,13.0,平,下平十一尤
129,坐,57499,4.7596602916764414,1116.5390960000002,53488,4.728256359248493,7.0,仄,上声二十哿 去声二十一个
130,夜,122020,5.086431020656368,2369.434259,107571,5.031695205926097,8.0,仄,去声二十二祃
131,阑,18085,4.257318513097639,351.1819257,17318,4.238497735307359,12.0,平,上平十四寒
132,吹,48195,4.683001984607199,935.870219,45246,4.655580191171863,7.0,平/仄,上平四支 去声四寘
133,屋,28067,4.4481959946410665,545.0164838,26511,4.423426109713136,9.0,仄,入声一屋
134,响,12912,4.110993517377995,250.7304963,12570,4.099335277685958,9.0,仄,上声二十二养
135,灯,31644,4.5002913758410585,614.4761326,29804,4.4742745547255485,6.0,平,下平十蒸
136,照,44041,4.643857171552014,855.2061482999999,41688,4.6200110601587046,13.0,仄,去声十八啸
137,人,403227,5.6055496046835485,7830.026783,297514,5.473507406971088,2.0,平,上平十一真
138,俗,22352,4.349316388770107,434.0402767,21273,4.3278287400942,9.0,仄,入声二沃
139,薄,26490,4.423081958297232,514.3936529,24942,4.396931274889859,16.0,仄,入声十药
140,交,27334,4.436703190083217,530.7827900000002,25523,4.406931720475127,6.0,平,下平三肴
141,游,83635,4.922388061241313,1624.058632,75600,4.878521795501206,12.0,平,下平十一尤
142,危,15717,4.196369653167609,305.1991334,15119,4.179523067035285,6.0,平,上平四支
143,出,93728,4.971869350001505,1820.048633,82759,4.917815234324464,5.0,仄,去声四寘 入声四质
144,处,112698,5.0519162088884215,2188.415851,97243,4.987858348601452,5.0,仄,上声六语 去声六御
145,难,78068,4.892473053450894,1515.956349,69848,4.844153975211847,10.0,平/仄,上平十四寒 下平五歌 去声十五翰
146,衰,18703,4.271911273859897,363.1825025,18077,4.257126358022592,10.0,平,上平四支
147,逢,43991,4.643363834437552,854.2352277999997,41759,4.6207500900976095,10.0,平,上平一东 上平二冬 下平七阳
148,二,41240,4.615318656611478,800.8151847999999,37526,4.5743322742316375,2.0,仄,去声四寘
149,妙,17934,4.253677165422924,348.249746,16584,4.219689289085806,7.0,仄,去声十八啸
150,亦,79177,4.898599042400672,1537.491365,67634,4.830165073164758,6.0,仄,入声十一陌
151,得,140591,5.147957520004988,2730.053532,119861,5.078677896693273,11.0,仄,入声十三职
152,闷,2026,3.3066394410242617,39.34169652,1929,3.285332227643885,7.0,仄,去声十四愿
153,怀,48990,4.69010743945633,951.3078541,45651,4.659450295336368,7.0,平,上平九佳
154,宽,10247,4.010596736206527,198.9804364,9911,3.996117476137288,10.0,平,上平十四寒
155,绿,53132,4.725356163973276,1031.7389039999996,49931,4.69837026403494,11.0,仄,入声二沃
156,窗,41679,4.619917290433218,809.3398662999997,39598,4.59767325130686,12.0,平,上平三江
157,红,78219,4.893312259362749,1518.8885289999994,69720,4.843357378437956,6.0,平,上平一东
158,烛,14327,4.156155260889687,278.2075449,13889,4.142670977910689,10.0,仄,入声二沃
159,制,7421,3.87046243158892,144.1040128,7032,3.847078862065717,8.0,仄,去声八霁
160,春,210533,5.323320179006041,4088.21589,172817,5.237586461771621,9.0,平,上平十一真
161,宫,40741,4.6100316846826015,791.1253987000001,36353,4.560540256451853,9.0,平,上平一东
162,样,6180,3.790988475088816,120.0057673,5803,3.7636525705645294,10.0,平/仄,下平七阳 去声二十三漾
163,花,231688,5.364903540614563,4499.012331,185001,5.267174075934409,7.0,平/仄,下平六麻 上声四纸
164,纱,6961,3.842671633760789,135.1715447,6757,3.829753918924976,7.0,平,下平六麻
165,要,21888,4.340206080040022,425.0301349,20380,4.309204179670409,9.0,平/仄,下平二萧 去声十八啸
166,玉,117817,5.07120796000553,2287.818686,101890,5.008131562240664,5.0,仄,入声二沃
167,手,45442,4.657457437356336,882.4113392,41608,4.619176840766777,4.0,仄,上声二十五有
168,怕,10047,4.002036402259528,195.0967546,9623,3.983310485794117,8.0,仄,去声二十二祃
169,裁,7690,3.885926339801432,149.3275648,7522,3.87633332908638,12.0,平/仄,上平十灰 去声十一队
170,双,51474,4.711587918209924,999.5431819,46155,4.66421875530314,4.0,平,上平三江
171,凤,33177,4.520837112780868,644.2445535,30843,4.489156613869191,4.0,仄,去声一送
172,破,26206,4.418400736684887,508.8788248,24771,4.393943539315576,10.0,仄,去声二十一个
173,并,18643,4.270515799574357,362.0173979,17791,4.250200359678991,6.0,平/仄,下平八庚 上声二十三梗 上声二十四迥 去声二十四敬
174,刀,9803,3.9913590026379504,190.3586629,9251,3.9661886809561366,2.0,平,下平四豪
175,欲,96873,4.986202749342186,1881.11953,86912,4.93907974392837,11.0,仄,入声二沃
176,下,121580,5.084862139048422,2360.890159,105936,5.0250435705372425,3.0,仄,上声七麌 上声二十一马 去声二十二祃
177,更,94889,4.977215869790929,1842.593406,86396,4.936493635787444,7.0,平/仄,下平八庚 去声二十四敬
178,迟,27541,4.439979705223639,534.8024007,24601,4.3909527609917935,7.0,平/仄,上平四支 去声四寘
179,王,52275,4.718294041489711,1015.097327,45154,4.654696228646883,4.0,平/仄,下平七阳 去声二十三漾
180,台,56751,4.753973518563936,1102.014126,51385,4.710836360863744,5.0,平,上平四支 上平十灰
181,榭,2651,3.4234097277330933,51.47820211,2608,3.4163075870598827,14.0,仄,去声二十二祃
182,枕,20210,4.305566313515304,392.4460447,19605,4.2923668466362255,8.0,仄,上声二十六寝 去声二十七沁
183,巴,4407,3.644143050509919,85.57692821,4130,3.615950051656401,4.0,平,下平六麻
184,万,123798,5.092713628561484,2403.96019,106551,5.027557529999953,3.0,仄,去声十四愿
185,丹,36538,4.562744771458346,709.509826,33821,4.5291864444226135,4.0,平,上平十四寒
186,梯,3992,3.601190532615333,77.5182885,3923,3.593618308129536,11.0,平,上平八齐
187,尚,42672,4.630142998345801,828.6223464,40239,4.6046471793073565,8.0,平/仄,下平七阳 去声二十三漾
188,可,112142,5.049768297270041,2177.619216,92335,4.965366353524612,5.0,仄,上声二十哿
189,攀,11036,4.042811691807148,214.3015611,10795,4.033222646670248,19.0,平,上平十五删
190,日,248086,5.394602256838511,4817.435401,199777,5.300545487152941,4.0,仄,入声四质
191,莺,16681,4.222222082360713,323.9184796,15885,4.200987219163166,10.0,平,下平八庚
192,啼,24736,4.393329472238231,480.3337636,23479,4.370679595823859,12.0,平,上平八齐
193,脩,4258,3.629205657102304,82.68358528,4020,3.60422605308447,10.0,平,下平十一尤
194,竹,58452,4.766799375619395,1135.04484,53798,4.7307661305900135,6.0,仄,入声一屋
195,里,126719,5.1028417370342805,2460.681363,112195,5.049973502902364,7.0,仄,上声四纸 去声四寘
196,仙,66929,4.825614336168504,1299.654692,58705,4.76867509238787,5.0,平,下平一先
197,家,114553,5.059006467304422,2224.437,98181,4.992027451192962,10.0,平,下平六麻
198,犬,7107,3.851686315442428,138.0066324,6872,3.8370831508231857,4.0,仄,上声十六铣
199,吠,2136,3.3296012483565187,41.4777215,2104,3.3230457354817013,7.0,仄,去声十一队
200,间,77994,4.892061194137682,1514.5193869999994,70980,4.851135995011574,7.0,平/仄,上平十五删 去声十六谏
201,清,151196,5.179540301741203,2935.985759,131619,5.119318586842859,11.0,平/仄,下平八庚 去声二十四敬
202,锦,28433,4.453822685040738,552.1236215,26902,4.429784568354671,13.0,仄,上声二十六寝
203,伤,23308,4.367505009418112,452.6042756,21874,4.339928207778513,6.0,平,下平七阳
204,心,160541,5.205585963842755,3117.45079,135502,5.131945705413774,4.0,平,下平十二侵
205,丽,9238,3.965577957910528,179.3872618,8961,3.952356477323791,7.0,平/仄,上平四支 去声八霁
206,嫩,4116,3.614475366090395,79.92617121,4028,3.605089461881581,14.0,仄,去声十四愿
207,蕊,7051,3.8482507146770426,136.9192015,6798,3.832381160247041,15.0,仄,上声四纸
208,浓,11696,4.068037359613785,227.117711,11340,4.054613054556889,9.0,平,上平二冬
209,满,72414,4.859822537674567,1406.164665,67175,4.827207675105206,13.0,仄,上声十四旱
210,目,26497,4.4231967057406045,514.5295818,25105,4.399760225710367,5.0,仄,入声一屋
211,班,8800,3.9444826721501687,170.8819987,8213,3.9145018228273134,10.0,平,上平十五删
212,到,73239,4.8647424058447495,1422.184853,67848,4.831537050201126,8.0,仄,去声二十号
213,于,39013,4.591209347731691,757.5703881000003,31193,4.494057145221748,3.0,平,上平六鱼 上平七虞
214,今,128150,5.107718610520263,2488.469106,112531,5.051272178219468,4.0,平,下平十二侵
215,歌,71001,4.851264465499688,1378.726453,64050,4.806519134080705,14.0,平,下平五歌
216,牧,6511,3.8136476953468974,126.4332606,6218,3.793650717707173,8.0,仄,入声一屋
217,来,249327,5.396769311460364,4841.533647,206146,5.314174912289057,7.0,平,上平十灰
218,地,91713,4.962430899771522,1780.920539,82191,4.914824264446012,6.0,仄,去声四寘
219,知,151675,5.180914003616086,2945.287176000001,130589,5.115906596230802,8.0,平/仄,上平四支 去声四寘
220,还,81726,4.912360243315726,1586.988889,75659,4.878860596838408,7.0,平,上平十五删 下平一先
221,穿,12747,4.105407985809177,247.5264588,12378,4.092650478356795,9.0,平/仄,下平一先 去声十七霰
222,了,20765,4.317331935445897,403.2232617,18471,4.266490408311143,2.0,仄,上声十七筱
223,氁,6,0.7781512503836436,0.116510454,6,0.7781512503836436,14.0,平,上平七虞
224,衫,7154,3.854548935812952,138.9192976,6976,3.8436064719245113,8.0,平,下平十五咸
225,便,31684,4.500840004617788,615.2528689,29408,4.468465489706017,9.0,平/仄,下平一先 去声十七霰
226,鞭,9810,3.991669007379949,190.4945917,9511,3.9782261816745264,18.0,平,下平一先
227,钩,9075,3.95784663370815,176.22206119999996,8736,3.9413126253606623,9.0,平,下平十一尤
228,残,43985,4.643304596306801,854.1187174,41728,4.620427569715807,9.0,平,上平十四寒
229,柳,50359,4.702077097551912,977.891656,46948,4.6716170959106575,9.0,仄,上声二十五有
230,梢,5921,3.772395061082,114.9763994,5731,3.7582304084577496,11.0,平,下平三肴
231,边,56221,4.749898566113462,1091.7223689999996,52437,4.7196378370852665,5.0,平,下平一先
232,三,130625,5.116026303455128,2536.529668,112118,5.049675342060858,3.0,平/仄,下平十三覃 去声二十八勘
233,点,27311,4.43633760224632,530.3361666000002,24297,4.385552653685669,9.0,仄,上声二十八琰
234,露,48304,4.683983095679023,937.9868256,45430,4.657342736814626,21.0,仄,去声七遇
235,滴,9266,3.966892295867136,179.9309773,8577,3.9333354100776514,14.0,仄,入声十二锡
236,如,192413,5.28423441093223,3736.35432,148486,5.17168550813559,6.0,平/仄,上平六鱼 去声六御
237,六,32104,4.506559146725782,623.4086007,29171,4.464951317261528,4.0,仄,入声一屋
238,七,18698,4.271795155444749,363.0854104,17272,4.237342629326173,2.0,仄,入声四质
239,个,13005,4.114110356531891,252.5364083,10804,4.033584575515413,3.0,仄,去声二十一个
240,星,40047,4.602569987779924,777.6490229,36417,4.561304166140137,9.0,平,下平九青
241,犹,74981,4.87495122818457,1456.011721,69902,4.844489601733348,7.0,平/仄,下平十一尤 去声二十六宥
242,在,117097,5.068545768683505,2273.837432,101699,5.007316682552863,6.0,仄,上声十贿 去声十一队
243,天,266294,5.4253613812483765,5171.005791,207319,5.316639105359809,4.0,平,下平一先
244,篱,12378,4.092650478356795,240.3610659,11906,4.0757658782157336,16.0,平,上平四支
245,过,73799,4.868050477034093,1433.059162,68788,4.837512682591181,6.0,平/仄,下平五歌 去声二十一个
246,语,51533,4.712085425704258,1000.688868,47684,4.67837267930482,9.0,仄,上声六语 去声六御
247,鸡,21607,4.334594471932282,419.573562,20616,4.314204405542848,7.0,平,上平八齐
248,鸣,38718,4.587912915490769,751.8419575,36152,4.558132328323144,8.0,平,下平八庚
249,茅,16620,4.220631019448092,322.7339566,16085,4.206421065237989,8.0,平,下平三肴
250,店,2389,3.378216149749878,46.39057896,2343,3.3697722885969625,8.0,仄,去声二十九艳
251,惊,46977,4.671885278830549,912.2185969,44863,4.6518883115983245,11.0,平,下平八庚
252,眠,20530,4.312388949370591,398.6599356,19799,4.29664325564288,10.0,平,下平一先
253,须,60853,4.784281993434278,1181.668439,55400,4.743509764728429,9.0,平,上平七虞
254,臾,3613,3.5578679615680224,70.15871151,3564,3.5519376953648374,8.0,平,上平七虞
255,捧,4319,3.6353832040474985,83.86810822,4240,3.627365856592733,11.0,仄,上声二肿
256,扶,17404,4.240649074620681,337.9579892,16756,4.224170351689182,7.0,平,上平七虞
257,桑,19465,4.28925440805418,377.9793301,18370,4.264109156305809,10.0,平,下平七阳
258,峰,39623,4.597947354446381,769.4156174999997,35563,4.550998389769782,10.0,平,上平二冬
259,都,31773,4.502058222757106,616.9811073,29919,4.475947073759948,10.0,平,上平七虞
260,前,104324,5.018384230464377,2025.806095,93598,4.9712665688423385,9.0,平,下平一先
261,明,127798,5.106524057298435,2481.633826,110678,5.044061302648066,8.0,平,下平八庚
262,东,107645,5.031993862094108,2090.294631,95655,4.980707676042936,5.0,平,上平一东
263,看,94515,4.975500738670808,1835.330921,86512,4.937076352231549,9.0,平/仄,上平十四寒 去声十五翰
264,杏,7610,3.8813846567705728,147.7740921,7384,3.8682916880178566,7.0,仄,上声二十三梗
265,叮,422,2.625312450961674,8.194568574,411,2.6138418218760693,5.0,平,下平九青
266,咛,348,2.5415792439465807,6.757606312,342,2.534026106056135,8.0,平,下平九青
267,童,14124,4.149957708891058,274.2656079,13486,4.129883155340622,12.0,平,上平一东
268,蚤,2282,3.358315640082196,44.31280921,2242,3.3506356082589543,9.0,仄,上声十九皓
269,将,75784,4.879577524297133,1471.604703,67027,4.826249781640443,9.0,平/仄,下平七阳 去声二十三漾
270,车,38775,4.5885518064856425,752.9488067999997,35798,4.553858763704573,4.0,平,上平六鱼 下平六麻
271,路,75740,4.879325300784807,1470.750293,70038,4.845333735907048,13.0,仄,去声七遇
272,向,67381,4.8285374520481765,1308.431813,62616,4.796685320811827,6.0,仄,上声二十二养 去声二十三漾
273,金,108405,5.035049313773686,2105.0526210000007,93074,4.968828378795185,8.0,平,下平十二侵
274,鱼,40847,4.6111601653656304,793.1837501,37331,4.572069623697134,8.0,平,上平六鱼
275,馆,10688,4.028896445131471,207.5439548,10497,4.021065197202569,11.0,仄,上声十四旱 去声十五翰
276,赊,4039,3.606273853169988,78.43095372,3952,3.5968169359155904,11.0,平,下平六麻
277,水,186912,5.2716371845596,3629.5336520000014,158359,5.199642750620877,4.0,仄,上声四纸
278,沟,4706,3.6726519228400014,91.38303249,4562,3.6591552809406296,7.0,平,下平十一尤
279,生,193805,5.287364977278205,3763.384745,155588,5.19197609821439,5.0,平,下平八庚
280,杜,13158,4.119189882061167,255.5074249,12705,4.103974669386388,7.0,仄,上声七麌
281,若,43617,4.639655791269019,846.9727429,38633,4.586958434079519,8.0,仄,上声二十一马 入声十药
282,暖,16066,4.205907762627387,311.9761581,15526,4.191059581827398,13.0,平/仄,上平十三元 上声十三阮
283,湿,14583,4.163846875794205,283.1786576,14225,4.153052275067108,12.0,仄,入声十四缉
284,泥,17410,4.240798771117332,338.0744997,16530,4.218272853571446,8.0,平/仄,上平八齐 上声八荠 去声八霁
285,沙,33637,4.526817255213138,653.1770216,31638,4.500209021715108,7.0,平,下平六麻
286,绝,40096,4.6031010493140565,778.600525,37310,4.571825249040829,9.0,仄,入声九屑
287,胜,35354,4.54843855758555,686.5184297999998,33614,4.526520195735264,9.0,平/仄,下平十蒸 去声二十五径
288,羊,12457,4.095413464448447,241.8951202,11868,4.074377537644804,6.0,平,下平七阳
