,Charcter,Frequency,log_frequency,Frequency_per_million,CD,Log_CD,Strokes,Tone,Rhyme
2301,廉,3482,3.5418287667813124,67.61489994,3368,3.527372082827612,13.0,平,下平十四盐
2302,耀,4901,3.6902847025126295,95.16962223,4766,3.6781540380104367,20.0,仄,去声十八啸
2303,帅,1756,3.2445245115700843,34.0987261,1668,3.22219604630172,5.0,仄,去声四寘 入声四质
2304,旌,11246,4.050998079173383,218.379427,10996,4.041234731171431,11.0,平,下平八庚
2305,檄,3070,3.4871383754771865,59.61451545,3044,3.483444648098536,17.0,仄,入声十二锡
2306,牍,1555,3.1917303933628567,30.19562591,1545,3.1889284837608534,12.0,仄,入声一屋
2307,占,9660,3.984977126415493,187.5818304,9443,3.975109989686161,5.0,平/仄,下平十四盐 去声二十九艳
2308,詟,173,2.2380461031287955,3.359384747,173,2.2380461031287955,12.0,仄,入声十五合
2309,益,8799,3.944433317700215,170.86258030000005,8353,3.9218424814058577,10.0,仄,入声十一陌
2310,训,2737,3.437274797410123,53.14818528,2630,3.4199557484897585,5.0,仄,去声十三问
2311,镇,6091,3.784688599501421,118.2775289,5907,3.771366970857781,15.0,仄,去声十二震
2312,幕,9621,3.983220214648103,186.8245124,9388,3.9725730809265554,13.0,仄,入声十药 入声十二锡
2313,简,8177,3.9125939977521056,158.78432990000005,7955,3.9006401839826,13.0,仄,上声十五潸
2314,强,14452,4.159927952895985,280.634846,13851,4.141481129270804,12.0,平/仄,下平七阳 上声二十二养 去声二十三漾
2315,颂,5095,3.7071441883424447,98.93679356,4946,3.6942541120252783,10.0,仄,去声二宋
2316,什,1184,3.0733517023869013,22.99139619,1116,3.0476641946015604,4.0,仄,入声十四缉
2317,越,15318,4.185202065187894,297.4511882,14434,4.159386700961755,12.0,仄,入声六月 入声七曷
2318,誉,3219,3.5077209766856137,62.50785839,3148,3.4980347236870277,13.0,平/仄,上平六鱼 去声六御
2319,槊,761,2.8813846567705728,14.77740921,758,2.8796692056320534,14.0,仄,入声三觉
2320,货,1083,3.0346284566253203,21.03013689,1030,3.012837224705172,8.0,仄,去声二十一个
2321,舶,769,2.8859263398014314,14.93275648,745,2.8721562727482928,11.0,仄,入声十一陌
2322,挈,1629,3.2119210843085093,31.63258817,1546,3.189209489582306,10.0,仄,入声九屑
2323,榼,891,2.949877704036875,17.30180237,881,2.944975908412048,14.0,仄,入声十五合
2324,悭,2123,3.326949994165999,41.22528219,2071,3.3161800988934527,10.0,平,上平十五删
2325,佐,3686,3.5665553308830558,71.57625536,3613,3.5578679615680224,7.0,仄,上声二十哿 去声二十一个
2326,勋,6631,3.821579027912009,128.7634697,6449,3.809492376937342,9.0,平,上平十二文
2327,讼,1682,3.2258259914618934,32.66176384,1647,3.2166935991697545,6.0,仄,去声二宋
2328,悬,18913,4.2767604225577776,367.2603683,18209,4.2602860959098585,11.0,平,下平一先
2329,纶,6621,3.8209235878813175,128.5692856,6503,3.8131137540078974,7.0,平,上平十一真 上平十五删
2330,赞,2586,3.4126285205443763,50.21600553,2476,3.39375064034808,16.0,仄,去声十五翰
2331,宾,11731,4.06933503478994,227.7973553,11185,4.048635988432649,10.0,平,上平十一真
2332,谳,106,2.0253058652647704,2.058351348,106,2.0253058652647704,15.0,仄,上声十六铣 入声九屑
2333,僚,1612,3.207365037469072,31.30247522,1595,3.2027606873932,14.0,平/仄,下平二萧 上声十七筱
2334,裤,1063,3.0265332645232967,20.64176871,989,2.99519629159718,12.0,仄,去声七遇
2335,襦,1482,3.1708482036433088,28.77808205,1461,3.1646502159342966,19.0,平,上平七虞
2336,狴,118,2.071882007306125,2.291372255,117,2.0681858617461617,10.0,平,上平八齐
2337,犴,200,2.3010299956639813,3.883681789,198,2.296665190261531,6.0,平/仄,上平十四寒 去声十五翰
2338,等,10262,4.011232010319366,199.2717126,9770,3.989894563718773,12.0,仄,上声二十四迥
2339,膺,2317,3.364926033789976,44.99245352,2273,3.3565994357249718,17.0,平,下平十蒸
2340,藩,3404,3.5319895514125497,66.10026404,3325,3.521791649639124,18.0,平,上平十三元 上平十三元
2341,郤,265,2.423245873936808,5.14587837,264,2.421603926869832,9.0,仄,入声十药 入声十一陌
2342,缔,462,2.6646419755561257,8.971304932,459,2.6618126855372606,12.0,平/仄,上平八齐 去声八霁
2343,姻,743,2.8709888137605755,14.42787784,725,2.8603380065709936,9.0,平,上平十一真
2344,俄,4499,3.653115993165567,87.36342183,4422,3.6456187382426952,9.0,平,下平五歌
2345,垫,428,2.631443769013172,8.311079028,428,2.631443769013172,9.0,仄,去声二十九艳
2346,拊,1156,3.0629578340845103,22.44768074,1144,3.0584260244570047,8.0,仄,上声七麌
2347,洽,1774,3.2489536154957075,34.44825746,1746,3.2420442393695508,9.0,仄,入声十六叶
2348,妪,480,2.6812412373755867,9.320836293,434,2.637489729512511,7.0,仄,去声七遇
2349,樽,12612,4.100783962075867,244.9049736,12322,4.090681204457391,16.0,平,上平十三元
2350,握,4849,3.685652184115524,94.15986496,4746,3.67632773388132,12.0,仄,入声三觉
2351,鹢,1553,3.191171455728558,30.15678909,1532,3.185258765296585,15.0,仄,入声十二锡
2352,棹,11227,4.050263722645797,218.0104772,10999,4.041353202046975,12.0,仄,去声十九效 入声三觉
2353,蓠,510,2.7075701760979363,9.903388561,502,2.7007037171450192,13.0,平,上平四支
2354,慎,3738,3.5726392970428127,72.58601263,3569,3.5525465479556604,13.0,仄,去声十二震
2355,擅,3595,3.5556988947189017,69.80918015,3542,3.549248556854056,16.0,仄,去声十七霰
2356,鹗,1220,3.0863598306747484,23.69045891,1207,3.0817072700973487,14.0,仄,入声十药
2357,崭,411,2.6138418218760693,7.980966076,355,2.550228353055094,11.0,平/仄,下平十五咸 上声二十九豏
2358,渤,1160,3.0644579892269186,22.52535437,1151,3.061075323629792,12.0,仄,入声六月
2359,澥,331,2.5198279937757198,6.42749336,324,2.510545010206612,16.0,仄,上声九蟹
2360,阵,6330,3.801403710017355,122.9185286,5786,3.762378429311964,6.0,仄,去声十二震
2361,螭,2049,3.311541958401195,39.78831992,2027,3.3068537486930087,16.0,平,上平四支
2362,闱,3527,3.5474054596674898,68.48872834,3449,3.5376931943673906,7.0,平,上平五微
2363,激,6212,3.7932314470565207,120.6271564,6006,3.7785853278629618,16.0,仄,入声十二锡
2364,切,8724,3.9407156569066633,169.4061996,7864,3.895643504824079,4.0,仄,去声八霁 入声九屑
2365,格,5020,3.7007037171450192,97.48041289,4812,3.6823256186678073,10.0,仄,入声十药 入声十一陌
2366,胪,508,2.70586371228392,9.864551743,500,2.6989700043360187,9.0,平,上平六鱼
2367,渐,18961,4.277861238225117,368.192452,17700,4.247973266361806,11.0,平/仄,下平十四盐 上声二十八琰
2368,徐,7898,3.8975171294005255,153.3665938,7154,3.854548935812952,10.0,平,上平六鱼
2369,治,8069,3.9068197154665456,156.6871418,7468,3.8732043092770407,8.0,平/仄,上平四支 去声四寘
2370,最,22490,4.351989455435632,436.7200171,21652,4.335498018419024,12.0,仄,去声九泰
2371,邵,819,2.9132839017604177,15.90367692,795,2.9003671286564705,7.0,仄,去声十八啸
2372,郢,2009,3.3029799367482493,39.01158357,1971,3.294686624279444,9.0,仄,上声二十三梗
2373,聆,750,2.8750612633917005,14.56380671,740,2.869231719730976,11.0,平,下平九青
2374,郇,96,1.9822712330395684,1.864167259,95,1.9777236052888485,8.0,平,上平十一真
2375,运,8522,3.9305415298644335,165.48368100000005,8019,3.9041202134762,7.0,仄,去声十三问
2376,匠,1690,3.227886704613673,32.81711111,1666,3.2216749970707688,6.0,仄,去声二十三漾
2377,樗,1094,3.039017321997412,21.24373938,1069,3.0289777052087783,15.0,平,上平六鱼
2378,疵,605,2.781755374652469,11.74813741,597,2.775974331129369,11.0,平,上平四支
2379,伊,9363,3.9714150233849943,181.8145629,8772,3.943098623005485,6.0,平,上平四支
2380,滞,5279,3.722551662000959,102.5097808,5218,3.717504074764202,12.0,仄,去声八霁
2381,梗,1812,3.2581581933407944,35.186157,1802,3.255754786643044,11.0,仄,上声二十三梗
2382,援,2529,3.402948829344405,49.10915622,2477,3.3939260065858368,12.0,平/仄,上平十三元 去声十七霰
2383,善,9817,3.991978790994584,190.6305206,8840,3.946452265013073,12.0,仄,上声十六铣 去声十七霰
2384,播,2306,3.36285930295868,44.77885102,2263,3.3546845539547285,15.0,仄,上声二十哿 去声二十一个
2385,脱,11507,4.060962113093833,223.4476317,11010,4.041787318971752,11.0,仄,入声七曷
2386,昨,15196,4.181729284882684,295.0821423,14789,4.169938808941815,9.0,仄,入声十药
2387,疋,545,2.7363965022766426,10.58303287,520,2.716003343634799,5.0,平/仄,上平六鱼 上声六语 上声二十一马 入声四质
2388,绫,924,2.9656719712201065,17.94260986,912,2.959994838328416,11.0,平,下平十蒸
2389,歇,7168,3.855397996654069,139.19115530000002,6987,3.844290743254344,13.0,仄,入声六月 入声七曷 入声八黠 入声九屑
2390,霆,1808,3.2571984261393445,35.10848337,1782,3.250907699700856,14.0,平,下平九青
2391,砰,160,2.204119982655925,3.106945431,156,2.1931245983544616,10.0,平,下平八庚
2392,磕,179,2.2528530309798933,3.475895201,153,2.184691430817599,15.0,仄,去声九泰 入声十五合
2393,纷,29259,4.466259478935451,568.1632272999999,19931,4.299529089146387,7.0,平,上平十二文
2394,漰,51,1.7075701760979365,0.990338856,49,1.6901960800285136,14.0,平,下平十蒸
2395,渹,13,1.1139433523068367,0.252439316,11,1.0413926851582251,12.0,平/仄,下平八庚 去声二十四敬
2396,瓴,390,2.591064607026499,7.573179487999999,389,2.589949601325708,9.0,平,下平九青
2397,巡,4415,3.6449307079135873,85.73227548,4314,3.6348801407665263,6.0,平,上平十一真
2398,狩,595,2.7745169657285498,11.55395332,589,2.770115294787101,9.0,仄,去声二十六宥
2399,陟,3119,3.494015374757143,60.56601749,3019,3.479863113023098,9.0,仄,入声十三职
2400,薮,876,2.942504106168081,17.01052623,866,2.937517892017347,16.0,仄,上声二十五有
2401,卤,866,2.937517892017347,16.81634214,851,2.929929560084588,7.0,仄,上声七麌
2402,簿,2748,3.4390167283875126,53.36178778,2705,3.4321672694425884,19.0,仄,上声七麌
2403,畏,8261,3.9170326221623935,160.4154763,7839,3.894260664446988,9.0,仄,去声五未
2404,卫,4930,3.6928469192772297,95.73275609,4741,3.675869955318957,3.0,仄,去声八霁
2405,嬴,1022,3.009450895798694,19.84561394,995,2.9978230807457256,16.0,平,下平八庚
2406,鲍,1578,3.198106998873401,30.64224931,1545,3.1889284837608534,13.0,仄,上声十八巧
2407,妄,3278,3.51560894923448,63.65354452,3023,3.4804381471778165,6.0,仄,去声二十三漾
2408,享,2126,3.3275632601872784,41.28353741,2003,3.3016809492935764,8.0,仄,上声二十二养
2409,兔,6314,3.800304577556199,122.6078341,6089,3.7845459740545215,8.0,仄,去声七遇
2410,翎,1423,3.153204900084284,27.63239593,1395,3.144574207609616,11.0,平,下平九青
2411,旨,3224,3.5083950331330533,62.60495043,3091,3.4900990050633047,6.0,仄,上声四纸
2412,算,5935,3.77342072329061,115.2482571,5759,3.7603470785299065,14.0,仄,上声十四旱 去声十五翰
2413,冀,2133,3.3289908554494287,41.41946628,2091,3.320354032817672,16.0,仄,去声四寘
2414,淫,2480,3.3944516808262164,48.15765418,2300,3.361727836017593,11.0,平,下平十二侵
2415,舄,2153,3.333044029823488,41.80783445,2138,3.3300077008727587,12.0,仄,入声十一陌
2416,軿,748,2.873901597864461,14.52496989,731,2.8639173769578603,13.0,平,下平一先 下平九青
2417,沸,2728,3.4358443659844413,52.9734196,2672,3.4268364538035083,8.0,仄,去声五未
2418,蛤,473,2.674861140737812,9.18490743,458,2.660865478003869,12.0,仄,入声十五合
2419,侈,967,2.9854264740830017,18.77760145,938,2.9722028383790646,8.0,仄,上声四纸
2420,炳,1207,3.0817072700973487,23.43801959,1085,3.0354297381845483,9.0,仄,上声二十三梗
2421,侧,8575,3.933234128714808,166.5128567,8277,3.917872955198848,8.0,仄,入声十三职
2422,豆,5270,3.7218106152125454,102.3350151,5100,3.707570176097936,7.0,仄,去声二十六宥
2423,拙,6523,3.814447378522488,126.6662815,6219,3.7937205568135233,8.0,仄,入声九屑
2424,榨,66,1.8195439355418688,1.28161499,66,1.8195439355418688,14.0,仄,去声十卦 去声二十二祃
2425,糟,1642,3.215373152783422,31.88502748,1612,3.207365037469072,17.0,平,下平四豪
2426,厚,6656,3.8232133132826673,129.2489299,6430,3.808210972924222,9.0,仄,上声二十五有 去声二十六宥
2427,植,4605,3.663229634532868,89.42177318,4436,3.646991537477122,12.0,仄,去声四寘 入声十三职
2428,轩,17269,4.237267189503993,335.336504,16294,4.212027711974624,7.0,平,上平十三元
2429,符,7515,3.875928984922927,145.92934319999995,7290,3.862727528317975,11.0,平,上平七虞
2430,敷,3195,3.5044708624944194,62.04181657,3086,3.4893959217271293,15.0,平,上平七虞
2431,宸,4606,3.663323933628212,89.44119159,4480,3.651278013998144,10.0,平,上平十一真
2432,衷,2313,3.36417563277062,44.91477989,2273,3.3565994357249718,10.0,平/仄,上平一东 去声一送
2433,刊,1057,3.024074987307426,20.52525825,1044,3.018700498666244,5.0,平,上平十四寒
2434,范,4197,3.62293896921149,81.49906233,4049,3.607347776768413,8.0,仄,上声二十九豏
2435,櫑,73,1.863322860120456,1.4175438530000002,73,1.863322860120456,19.0,平/仄,上平十灰 上声十贿 去声十一队
2436,釐,1047,3.0199466816788423,20.33107416,1028,3.011993114659257,18.0,平,上平四支
2437,禖,108,2.03342375548695,2.097188166,100,2.0,13.0,平,上平十灰
2438,敬,3830,3.5831987739686237,74.37250625,3524,3.5470358997400098,12.0,仄,去声二十四敬
2439,恭,2494,3.396896449142524,48.4295119,2346,3.3703280077795106,10.0,平,上平二冬
2440,斋,12687,4.1033589398665615,246.3613543,12227,4.087319912206401,10.0,平,上平九佳
2441,枢,2101,3.322426052405953,40.79807719,2029,3.3072820470333464,8.0,平,上平七虞
2442,默,6115,3.786396461372304,118.7435707,4884,3.688775655272845,16.0,仄,入声十三职
2443,赉,322,2.5078558716958312,6.25272768,319,2.503790683057181,11.0,仄,去声十一队
2444,演,932,2.9694159123539814,18.09795713,905,2.956648579205204,14.0,仄,上声十六铣
2445,系,11094,4.045088161542816,215.4278288,10844,4.035189508908449,7.0,仄,去声八霁
2446,仰,14931,4.174088895463686,289.9362639,14271,4.154454406139564,6.0,平/仄,下平七阳 上声二十二养 去声二十三漾
2447,宗,10872,4.036309443724438,211.116942,9981,3.999174055588485,8.0,平,上平二冬
2448,秩,2080,3.318063334962761,40.3902906,1894,3.2773799746672547,10.0,仄,入声四质
2449,爵,2575,3.41077723337721,50.00240303,2476,3.39375064034808,17.0,仄,入声十药
2450,第,14890,4.172894697752176,289.1401092,14196,4.152165990675555,11.0,仄,去声八霁
2451,皓,3965,3.5982431916536224,76.99399146,3703,3.5685537120494426,12.0,仄,上声十九皓
2452,屦,2762,3.4412236742426123,53.63364549999999,2740,3.437750562820388,15.0,仄,去声七遇
2453,崆,840,2.9242792860618816,16.31146351,833,2.9206450014067875,11.0,平,上平一东
2454,峒,1062,3.0261245167454502,20.6223503,1038,3.01619735351244,9.0,平/仄,上平一东 去声一送
2455,峦,4514,3.654561554741744,87.65469797,4438,3.647187297895989,9.0,平,上平十四寒
2456,萧,39516,4.5967729767595324,767.3378478,29596,4.471233018649644,11.0,平,下平二萧
2457,旃,1553,3.191171455728558,30.15678909,1495,3.1746411926604483,10.0,平,下平一先
2458,佛,16951,4.229195323876644,329.16145,14243,4.153601474288411,7.0,仄,入声五物
2459,楖,112,2.0492180226701806,2.174861802,112,2.0492180226701806,11.0,仄,入声四质
2460,绀,1034,3.014520538757924,20.07863485,1032,3.013679697291193,8.0,仄,去声二十八勘
2461,蕖,1612,3.207365037469072,31.30247522,1590,3.201397124320452,14.0,平,上平六鱼
2462,鹫,795,2.9003671286564705,15.43763511,788,2.8965262174895554,17.0,仄,去声二十六宥
2463,菩,1198,3.0784568180532927,23.26325391,1070,3.0293837776852097,11.0,平,上平七虞
2464,仍,16943,4.2289903108407225,329.0061027,16501,4.217510264294027,4.0,平,下平十蒸
2465,垆,2711,3.4331295175804857,52.64330664,2663,3.425371166438941,8.0,平,上平七虞
2466,每,16230,4.210318519826232,315.1607771,15548,4.191674531959229,7.0,仄,上声十贿
2467,妍,6247,3.7956715059460215,121.3068007,6109,3.7859701251320095,7.0,平,下平一先
2468,锄,5129,3.7100326990657537,99.59701947,4981,3.697316541732383,12.0,平,上平六鱼
2469,遁,2931,3.467015818438436,56.91535661,2860,3.456366033129043,12.0,仄,上声十三阮 去声十四愿
2470,傲,5198,3.715836275164994,100.9368897,5118,3.709100281551167,12.0,仄,去声二十号
2471,权,4337,3.637189422148762,84.21763959,4123,3.6152133348013584,6.0,平,下平一先
2472,铫,135,2.130333768495006,2.621485207,134,2.127104798364808,11.0,平/仄,下平二萧 去声十八啸
2473,躅,2205,3.3434085938038574,42.81759172,2182,3.3388547462523235,20.0,仄,入声二沃
2474,虔,1472,3.16790781000148,28.58389796,1432,3.1559430179718366,10.0,平,下平一先
2475,尝,10731,4.030640194868632,208.3789464,10297,4.012710712741787,9.0,平,下平七阳
2476,蕙,3460,3.5390760987927767,67.18769494,3349,3.5249151475398666,15.0,仄,去声八霁
2477,湲,1923,3.28397928423848,37.3416004,1888,3.2760019899620496,12.0,平,上平十三元 上平十五删 下平一先
2478,季,4911,3.691169934131603,95.36380632,4715,3.6734816970733473,8.0,仄,去声四寘
2479,办,3006,3.4779889762508893,58.37173728,2965,3.4720246977002813,4.0,仄,去声十六谏
2480,脑,1110,3.0453229787866576,21.55443393,1071,3.0297894708318567,10.0,仄,上声十九皓
2481,虑,6300,3.7993405494535817,122.3359763,6146,3.78859255592036,10.0,平/仄,上平六鱼 去声六御 入声二沃
2482,煎,3027,3.4810124209565734,58.77952387,2940,3.4683473304121573,13.0,平/仄,下平一先 去声十七霰
2483,究,1626,3.211120541258049,31.57433294,1595,3.2027606873932,7.0,仄,去声二十六宥
2484,搴,1417,3.1513698502474603,27.51588547,1406,3.147985320683805,14.0,平/仄,下平一先 上声十六铣
2485,哕,179,2.2528530309798933,3.475895201,119,2.0755469613925306,9.0,仄,去声八霁 去声九泰 入声六月
2486,枚,1520,3.1818435879447726,29.51598159,1482,3.1708482036433088,8.0,平,上平十灰
2487,赴,4431,3.646501750031612,86.04297003,4348,3.638289535414257,9.0,仄,去声七遇
2488,履,9023,3.955350957367661,175.21230390000005,8786,3.9437911989293015,15.0,仄,上声四纸
2489,差,11662,4.066773037085024,226.4574851,11122,4.046182890740882,9.0,平/仄,上平四支 上平九佳 下平六麻 去声二十二祃
2490,熊,3270,3.5145477526602864,63.49819724,3126,3.494988973683168,14.0,平,上平一东
2491,遝,359,2.55509444857832,6.971208811,353,2.5477747053878224,13.0,仄,入声十五合
2492,吁,4286,3.63205216670581,83.22730073,4019,3.604118006192035,6.0,平/仄,上平七虞 去声七遇
2493,嘻,570,2.7558748556724915,11.0684931,487,2.6875289612146345,15.0,平,上平四支
2494,逮,1134,3.054613054556888,22.02047574,1112,3.0461047872460387,11.0,仄,去声八霁 去声十一队
2495,徬,592,2.77232170672292,11.49569809,571,2.7566361082458486,13.0,平/仄,下平七阳 去声二十三漾
2496,徨,1186,3.0740846890282434,23.03023301,1132,3.0538464268522527,12.0,平,下平七阳
2497,岐,4445,3.647871765306234,86.31482775,4309,3.634376494088369,7.0,平,上平四支
2498,盐,4090,3.611723308007341,79.42129258,3901,3.591175950311792,10.0,平/仄,下平十四盐 去声二十九艳
2499,騄,246,2.39093510710338,4.776928599999999,246,2.39093510710338,18.0,仄,入声二沃
2500,駬,109,2.037426497940624,2.116606575,109,2.037426497940624,16.0,仄,上声四纸
2501,鹂,1747,3.2422929049829308,33.92396042,1733,3.238798562713917,12.0,平,上平四支 上平八齐
2502,睍,237,2.374748346010104,4.602162919,233,2.3673559210260198,12.0,仄,上声十六铣
2503,睆,217,2.3364597338485296,4.213794741,210,2.322219294733919,12.0,仄,上声十五潸
2504,铗,1291,3.1109262422664203,25.06916595,1282,3.1078880251827985,11.0,仄,入声十五合
2505,缝,1821,3.26030994579492,35.36092269,1762,3.246005904076029,13.0,平/仄,上平二冬 去声二宋
2506,桴,862,2.9355072658247128,16.73866851,853,2.930949031167523,11.0,平,上平七虞 下平十一尤
2507,展,8553,3.9321184720291225,166.0856517,8348,3.921582440393416,10.0,仄,上声十六铣
2508,私,6616,3.8205954965444895,128.4721936,6366,3.803866634284984,7.0,平,上平四支
2509,擒,1005,3.002166061756508,19.51550099,968,2.9858753573083936,15.0,平,下平十二侵
2510,舂,2632,3.4202858849419178,51.10925234,2568,3.4095950193968165,11.0,平,上平二冬
2511,杵,2131,3.328583449714201,41.38062946,2077,3.317436496535098,8.0,仄,上声六语
2512,毫,9473,3.97648753730519,183.9505879,9231,3.965248750967121,11.0,平,下平四豪
2513,坠,6372,3.804275767129094,123.7341018,6221,3.7938602013426697,7.0,仄,去声四寘
2514,腴,1829,3.262213705476417,35.51626996,1813,3.258397804095509,12.0,平,上平七虞
2515,眸,3079,3.4884096889031984,59.78928114,3038,3.482587769526768,11.0,平,下平十一尤
2516,肪,274,2.437750562820388,5.32064405,273,2.436162647040756,8.0,平,下平七阳
2517,毅,591,2.7715874808812555,11.47627969,574,2.7589118923979736,15.0,仄,去声五未
2518,排,7444,3.871806364458728,144.5506362,7235,3.859438535455056,11.0,平,上平九佳
2519,块,1996,3.3001605369513523,38.75914425,1949,3.289811839117621,7.0,仄,去声十一队
2520,锥,1604,3.2052043639481447,31.14712794,1552,3.1908917169221698,13.0,平,上平四支
2521,羲,3993,3.6012993101943374,77.53770691,3914,3.5926208213219826,16.0,平,上平四支
2522,篝,1332,3.1245042248342823,25.86532071,1317,3.119585774961784,16.0,平,下平十一尤
2523,帔,464,2.6665179805548807,9.01014175,461,2.663700925389648,8.0,仄,去声四寘
2524,剪,10570,4.024074987307427,205.2525825,9889,3.9951523768914536,11.0,仄,上声十六铣
2525,跨,4651,3.667546339511517,90.31501999,4561,3.6590600722409374,13.0,仄,去声二十二祃
2526,值,5469,3.7379079233746384,106.1992785,5386,3.7312663490754914,10.0,仄,去声四寘
2527,椽,2510,3.3996737214810384,48.74020645,2488,3.3958503760187813,13.0,平,下平一先
2528,膝,4164,3.619510720838498,80.85825484,4092,3.611935625040122,15.0,仄,入声四质
2529,腰,10880,4.036628895362162,211.2722893,10569,4.024033897900905,13.0,平,下平二萧
2530,闼,1262,3.1010593549081165,24.50603209,1256,3.0989896394011773,9.0,仄,入声七曷
2531,讽,823,2.91539983521227,15.98135056,819,2.9132839017604177,6.0,仄,去声一送
2532,袁,1595,3.2027606873932,30.97236226,1524,3.182984967003582,10.0,平,上平十三元
2533,乍,10368,4.015694988526518,201.3300639,9912,3.996161293368007,5.0,仄,去声二十二祃
2534,艺,2948,3.469527479187013,57.24546956,2850,3.4548448600085098,4.0,仄,去声八霁
2535,蓑,4443,3.647676313240871,86.27599093,4325,3.635986111800833,13.0,平,下平五歌
2536,歆,721,2.8579352647194285,14.00067285,696,2.8426092396105616,13.0,平,下平十二侵
2537,掣,1878,3.273695587930092,36.46777199,1828,3.2619761913978125,12.0,仄,去声八霁 入声九屑
2538,蟠,5536,3.743196081448701,107.5003119,5400,3.7323937598229686,18.0,平,上平十四寒
2539,桓,3431,3.5354207180561734,66.62456108,2923,3.4658288153574364,10.0,平,上平十四寒
2540,彝,1420,3.1522883443830563,27.5741407,1394,3.1442627737619917,18.0,平,上平四支
2541,汝,15815,4.199069196251742,307.1021374,11886,4.075035725922191,6.0,仄,上声六语
2542,秸,115,2.060697840353612,2.233117028,114,2.0569048513364727,11.0,平/仄,上平九佳 入声八黠
2543,品,5711,3.756712160164772,110.8985335,5512,3.7413092088995694,9.0,仄,上声二十六寝
2544,煨,755,2.8779469516291885,14.66089875,747,2.873320601815399,13.0,平,上平十灰
2545,榾,311,2.492760389026837,6.039125181,308,2.4885507165004443,13.0,仄,入声六月
2546,柮,299,2.4756711883244296,5.806104274,299,2.4756711883244296,9.0,仄,入声六月
2547,删,1316,3.1192558892779365,25.55462617,1300,3.113943352306837,7.0,平,上平十五删
2548,筋,2009,3.3029799367482493,39.01158357,1972,3.2949069106051923,12.0,平,上平十二文
2549,习,6056,3.782185866492017,117.5978846,5395,3.7319914490189294,3.0,仄,入声十四缉
2550,箧,2955,3.4705574852172743,57.38139843,2922,3.4656802115982783,14.0,仄,入声十五合
2551,剃,209,2.3201462861110542,4.058447469,202,2.305351369446624,9.0,仄,去声八霁
2552,芋,1317,3.119585774961784,25.57404458,1300,3.113943352306837,6.0,平/仄,上平七虞 去声七遇
2553,胸,9435,3.97474190450095,183.2126884,9215,3.964495339555093,10.0,平,上平二冬
2554,潴,243,2.385606273598312,4.718673373000001,241,2.3820170425748683,14.0,平,上平六鱼
2555,煤,698,2.843855422623161,13.55404944,690,2.8388490907372548,13.0,平,上平十灰
2556,汁,567,2.7535830588929064,11.01023787,551,2.741151598851785,5.0,仄,入声十四缉
2557,淋,2289,3.3596457926745438,44.44873807,2241,3.350441856535061,11.0,平,下平十二侵
2558,漓,2096,3.321391278311689,40.70098514,2047,3.3111178426625063,13.0,平,上平四支
2559,菌,794,2.8998205024270964,15.4182167,780,2.8920946026904804,11.0,平/仄,上平十一真 上声十一轸
2560,蠢,707,2.8494194137969,13.72881512,567,2.7535830588929064,21.0,仄,上声十一轸
2561,蛰,2122,3.3267453795653217,41.20586378,2070,3.315970345456918,12.0,仄,入声十四缉
2562,睛,962,2.983175072037813,18.6805094,895,2.9518230353159125,13.0,平/仄,下平八庚 上声二十三梗
2563,抉,655,2.816241299991784,12.71905786,650,2.812913356642856,7.0,仄,入声九屑
2564,剜,320,2.505149978319906,6.213890862,315,2.4983105537896004,10.0,平,上平十四寒
2565,崛,589,2.770115294787101,11.43744287,583,2.765668554759014,11.0,仄,入声五物 入声六月
2566,陆,7958,3.90080393481037,154.5316984,7716,3.887392218971847,7.0,仄,入声一屋
2567,魔,2574,3.4106085425683683,49.98298462,2360,3.3729120029701067,20.0,平,下平五歌
2568,酣,7595,3.880527778198805,147.4828159,7353,3.86646456597174,12.0,平,下平十三覃
2569,蠹,2675,3.427323786357247,51.94424392,2598,3.4146391467370085,24.0,仄,去声七遇
2570,虬,3485,3.5422027824340283,67.67315517,3432,3.535547279176668,7.0,平,下平十一尤
2571,斩,2181,3.3386556655787003,42.3515499,2099,3.3220124385824006,8.0,仄,上声二十九豏
2572,硎,362,2.558708570533166,7.029464037,358,2.5538830266438746,11.0,平,下平九青
2573,琳,2294,3.3605934135652484,44.54583012,2276,3.3571722577230334,12.0,平,下平十二侵
2574,蒸,4321,3.63558426631123,83.90694504,4198,3.6230424342463823,13.0,平,下平十蒸
2575,敛,5612,3.7491176623563214,108.97611100000002,5501,3.740441644949767,11.0,仄,上声二十八琰 去声二十九艳
2576,晶,3021,3.4801507252732806,58.66301342,2885,3.46014581749175,12.0,平,下平八庚
2577,壳,726,2.8609366207000937,14.09776489,705,2.848189116991399,7.0,仄,入声三觉
2578,渭,4177,3.6208644752651207,81.11069415,4101,3.612889769287485,12.0,仄,去声五未
2579,维,9514,3.9783631470838814,184.7467427,8041,3.9053100621160857,11.0,平,上平四支
2580,媲,309,2.4899584794248346,6.000288362999999,306,2.48572142648158,13.0,仄,去声八霁
2581,褒,2070,3.315970345456918,40.19610651,2032,3.307923703611882,15.0,平,下平四豪
2582,眷,4215,3.6247975789607616,81.84859369,3876,3.588383768378728,11.0,仄,去声十七霰
2583,迩,2627,3.4194600727860704,51.01216029,2595,3.414137362184477,8.0,仄,上声四纸
2584,葩,2513,3.4001924885925763,48.79846167,2472,3.3930484664167784,12.0,平,下平六麻
