Character,Tang&Song,Tang&Yuan,Tang&Ming,Tang&Qing,Tang&Subtlex
盏,-0.0176494549959898,0.11034265160560608,-0.009100672788918018,0.04441541060805321,0.11904601752758026
技,0.036775197833776474,0.1062154471874237,0.05735784396529198,0.1364976018667221,0.015318816527724266
掉,0.030519647523760796,0.18633706867694855,0.0544501468539238,0.09478496760129929,0.09777138382196426
蹩,0.0,0.0,0.0,0.0,0.0
催,0.017972640693187714,0.1241612657904625,-0.05521213263273239,0.07923951745033264,0.03500315919518471
唵,0.0,0.0,0.0,0.0,0.0
忍,0.010294744744896889,0.08012965321540833,0.04553162306547165,-0.005738902371376753,-0.013641872443258762
华,0.01931803673505783,0.0529189370572567,-0.019984880462288857,-0.025984201580286026,0.058830395340919495
贾,0.047038592398166656,0.1994309276342392,0.0014123311266303062,0.035035524517297745,0.05265061557292938
论,-0.06592323631048203,0.03943078964948654,0.019267071038484573,0.02147842012345791,0.09315286576747894
泰,0.007587000727653503,0.076194167137146,0.00992159079760313,0.03299453854560852,0.016483072191476822
茨,-0.030215520411729813,0.10551811009645462,0.05029531940817833,0.032308679074048996,-0.006372290663421154
汲,-0.02664441615343094,0.04978085681796074,0.04737209528684616,0.02480492927134037,0.09724533557891846
宵,-0.014004171825945377,0.006420588120818138,0.020684953778982162,0.08938795328140259,-0.036144111305475235
谬,-0.02031201682984829,0.04053940251469612,0.06475149840116501,0.10358696430921555,0.07493478804826736
央,0.047382887452840805,0.04647420346736908,0.026917241513729095,-0.011860459111630917,0.03125755488872528
刘,-0.011021040380001068,0.043089739978313446,0.05859391391277313,0.04208365082740784,0.07417778670787811
娇,0.041016191244125366,0.004428690765053034,0.05537472292780876,0.11393166333436966,-0.014562197029590607
艾,0.05846930295228958,0.033841297030448914,0.0362144373357296,0.07504861056804657,0.08604848384857178
旁,-0.05319351702928543,0.05471312999725342,-0.06360507011413574,0.0939287543296814,0.0744093656539917
尉,-0.025438273325562477,0.04205712303519249,0.01419820822775364,0.015582729130983353,-0.026883678510785103
丕,-0.04549725726246834,0.07278826087713242,-0.05041882023215294,-0.02063174545764923,0.12523016333580017
扩,0.0,0.0,0.0,0.0,0.0
畅,-0.011637642048299313,0.07570979744195938,0.028160851448774338,0.03770675137639046,0.04475054517388344
己,0.060512691736221313,-0.12197184562683105,-0.015172401443123817,0.034257058054208755,-0.00048418305232189596
叶,0.0935070589184761,0.13599973917007446,0.11224742233753204,0.0373089425265789,-0.029886292293667793
憩,0.03262687847018242,0.041146617382764816,0.1247205063700676,0.07731618732213974,0.09677077829837799
颊,0.06107243895530701,0.20227596163749695,0.00031544503872282803,0.025605887174606323,0.1625930219888687
它,0.042944103479385376,0.2130790650844574,0.10173828154802322,0.00949708092957735,0.010614950209856033
暨,0.003430456155911088,0.08059938251972198,-0.02564290165901184,-0.048780158162117004,0.08446677774190903
膊,-0.013528743758797646,0.20726889371871948,0.12664024531841278,-0.031514257192611694,-0.013130038045346737
悛,0.0,0.0,0.0,0.0,0.0
碧,0.042151305824518204,0.0897800400853157,0.08346322923898697,0.0996323972940445,0.03172185644507408
艇,0.06207190826535225,0.057474661618471146,0.08860483765602112,0.03321985527873039,0.08047512918710709
需,-0.02570987679064274,0.038369789719581604,0.11105453968048096,0.07273611426353455,-0.0036998619325459003
晖,0.01401922944933176,0.13818880915641785,0.11831210553646088,0.07832999527454376,0.06794334203004837
扳,-0.041984815150499344,-0.0028215465135872364,0.07896831631660461,0.10444197803735733,0.06349170207977295
七,-0.022963639348745346,0.016453374177217484,-0.04105300083756447,0.03589439019560814,-0.01831994019448757
蝇,-0.07211428135633469,-0.03318771719932556,0.0792614072561264,0.04671351611614227,0.07565578818321228
俘,0.04602507874369621,0.1119331493973732,0.07283665239810944,0.08645933121442795,0.12127821892499924
唤,-0.015254084952175617,0.11185935139656067,0.0393405444920063,-0.010348301380872726,0.04665358364582062
凹,0.01076214388012886,0.19052627682685852,0.14766256511211395,0.09551329910755157,0.16313977539539337
罝,0.053559549152851105,0.18158264458179474,0.11288852244615555,0.16951410472393036,0.0
准,-0.0011824417160823941,0.181931734085083,0.029162999242544174,0.04205740615725517,0.04600045084953308
必,-0.017548367381095886,0.07157481461763382,-0.020263731479644775,0.10877780616283417,0.00038567755836993456
宥,-0.12979622185230255,0.08712567389011383,-0.011400268413126469,0.11490084230899811,0.14899855852127075
培,-0.06168457865715027,0.14178268611431122,0.11082194000482559,0.04732455685734749,-0.016256850212812424
书,0.034575045108795166,0.05725334584712982,0.077208012342453,0.11645162105560303,0.015593952499330044
悚,0.01178182102739811,0.0016952847363427281,0.11022615432739258,0.09343733638525009,0.13165627419948578
碱,0.0,0.0,0.0,0.0,0.0
凭,-0.04401008412241936,0.0012939205626025796,0.14624841511249542,0.08220700174570084,0.042066384106874466
尔,0.02190379984676838,0.14465275406837463,0.06789760291576385,0.1525149792432785,-0.07770443707704544
抡,0.014380194246768951,0.0921383649110794,0.17807091772556305,-0.023526016622781754,0.03790557384490967
宁,-0.04586568847298622,-0.028076859191060066,0.10422776639461517,0.09794279932975769,0.02376808412373066
岭,0.01593192294239998,0.0008482997072860599,0.07582325488328934,0.02063712477684021,-0.046111032366752625
呶,0.0037648521829396486,0.1326674371957779,-0.014010696671903133,0.1052282378077507,0.0
堤,0.06289931386709213,0.030725674703717232,0.06114087253808975,0.05594884604215622,-0.011554323136806488
缩,0.019862310960888863,0.029550502076745033,-0.006721465848386288,0.09044698625802994,0.0026312842965126038
牺,-0.03717382624745369,0.01945779100060463,0.05061052739620209,0.015945805236697197,-0.003723671194165945
澳,0.025777367874979973,0.18536625802516937,0.06846301257610321,0.026685237884521484,0.02499876171350479
绫,0.09776273369789124,0.12994271516799927,0.08306356519460678,0.0889604464173317,0.11168479919433594
谥,-0.009004233404994011,0.07293742150068283,-0.028117220848798752,0.07776065170764923,0.0
棠,0.04487117752432823,0.05262983962893486,0.052699070423841476,0.09682367742061615,0.0789066031575203
享,0.0488126166164875,0.19442342221736908,0.02587125450372696,-0.034099824726581573,-0.021361274644732475
莨,0.0,0.0,0.0,0.0,0.0
嚇,0.20775990188121796,0.11660244315862656,0.15420293807983398,0.24095840752124786,0.2095513939857483
劣,0.1343354880809784,0.031290072947740555,0.01828235387802124,0.05993647873401642,0.002045916859060526
沿,-0.004795755259692669,0.025787601247429848,-0.03293953090906143,-0.008484535850584507,0.03425401449203491
匈,0.05333539843559265,0.17987000942230225,0.058113109320402145,0.08589599281549454,-0.016016526147723198
篮,0.058789607137441635,0.013455872423946857,0.054980311542749405,0.020661398768424988,0.09009630233049393
谶,-0.12288305163383484,0.06760966032743454,-0.0534268394112587,0.11610456556081772,0.0
倒,0.0601487010717392,0.035438891500234604,0.03988645598292351,0.09033918380737305,0.028024502098560333
剖,0.04185758903622627,0.024762796238064766,0.09075279533863068,0.13267678022384644,-0.004864871501922607
竺,0.03258991613984108,0.034462541341781616,-0.004506634082645178,-0.007232997566461563,-0.054801300168037415
帧,0.0,0.0,0.0,0.0,0.0
开,0.023206397891044617,0.17275774478912354,-0.016299759969115257,0.1262775957584381,0.09051485359668732
误,0.09595724940299988,0.0674530491232872,0.046930599957704544,0.04066173732280731,0.02569829300045967
逝,0.11050084978342056,-0.09527779370546341,0.06669831275939941,0.08001740276813507,0.03248259797692299
撺,0.0,0.0,0.0,0.0,0.0
纷,0.019356150180101395,0.05338643491268158,0.08401602506637573,0.09937983006238937,0.011515357531607151
恰,-0.08696900308132172,0.1831115484237671,0.028011424466967583,0.06358777731657028,0.06212717667222023
啮,0.140311598777771,0.15298502147197723,0.012385937385261059,0.13037839531898499,0.06585525721311569
禁,0.01567392610013485,0.08282295614480972,0.039124179631471634,0.09707537293434143,0.03945307806134224
蓐,0.04481813684105873,0.24195320904254913,0.12148617953062057,0.08414674550294876,0.0
继,0.0011773227015510201,0.03854570910334587,0.08233588933944702,0.07445815205574036,-0.07039843499660492
登,0.03942807763814926,0.14112338423728943,0.006411639042198658,0.12003766745328903,0.0495012104511261
鹂,0.07250601053237915,0.07489819824695587,6.997347372816876e-05,0.12902233004570007,0.0
鲁,0.0714980959892273,0.02481425367295742,0.043726831674575806,0.023888597264885902,-0.07045890390872955
看,0.0012091922108083963,0.08803687244653702,0.14923496544361115,0.09910622239112854,-0.05780230462551117
茵,0.01903929002583027,0.12133584171533585,0.052086565643548965,0.09233921021223068,0.06475352495908737
噫,-0.07046832144260406,0.00924356933683157,0.03408154845237732,0.1549329310655594,0.0
留,0.005021362099796534,0.1665716916322708,0.13446293771266937,0.21102701127529144,0.06252477318048477
削,0.05254214629530907,0.061429720371961594,-0.02482064999639988,0.033353857696056366,0.10344123840332031
谋,-0.06935057044029236,-0.0018901468720287085,0.009345987811684608,0.04255495220422745,-0.0697203278541565
蓉,0.05909300968050957,0.091374970972538,0.10668890923261642,0.06865584850311279,-0.03909735009074211
殄,0.06640622764825821,0.05091051384806633,0.16312727332115173,0.09751544892787933,0.0
歉,0.054852601140737534,0.09012576192617416,0.10961425304412842,0.14369967579841614,-0.02573760226368904
嗟,0.04975857958197594,-0.02397487498819828,-0.03449054807424545,0.03989540413022041,0.11514902859926224
宫,0.023296313360333443,0.14589591324329376,-0.00423424830660224,-0.0315367616713047,0.06235095486044884
豹,0.05683177337050438,0.04369412735104561,-0.08941982686519623,0.06963343918323517,0.04643190652132034
闲,-0.022060684859752655,0.11168450862169266,0.066210076212883,0.0964505597949028,0.09650025516748428
溧,0.0226809810847044,0.11696203798055649,0.018393222242593765,0.096761055290699,0.0
珂,-0.0846368744969368,0.18147337436676025,0.0027778781950473785,0.04539225623011589,-0.035639189183712006
敬,0.08594334125518799,0.0902002826333046,0.07244989275932312,0.017116283997893333,-0.029960839077830315
擒,0.002081687096506357,0.09988362342119217,-0.03321332857012749,0.0810387134552002,-0.04024185985326767
志,0.03158995509147644,0.13775090873241425,0.0072502922266721725,0.13846451044082642,0.12714993953704834
刮,0.05126567929983139,0.031495701521635056,0.02915913052856922,0.06567754596471786,0.07625081390142441
帷,-0.01001634169369936,0.1511898934841156,0.10013716667890549,0.07025910168886185,0.14383096992969513
汞,0.05745019018650055,0.12462763488292694,0.17016072571277618,0.14307840168476105,0.07505852729082108
盆,0.07509967684745789,-0.023276029154658318,0.03689618781208992,-0.02803708054125309,0.15201430022716522
峡,0.06672916561365128,0.11392020434141159,-0.0059125074185431,-0.028203319758176804,-0.06381217390298843
蹉,-0.017682509496808052,0.12324660271406174,0.11324268579483032,0.11104787886142731,0.0
懑,0.06319022923707962,0.04636881873011589,0.1362023502588272,0.10924588888883591,0.1834462583065033
纳,-0.04282596334815025,0.08268140256404877,-0.033673614263534546,0.033247508108615875,0.0803273394703865
伺,0.05857371166348457,0.06454210728406906,0.11754626780748367,0.19212768971920013,0.03579958155751228
科,-0.017312083393335342,-0.011236890219151974,0.10990111529827118,0.04856366664171219,0.03297542780637741
裤,-0.006146719213575125,0.06693533807992935,0.016614297404885292,0.05285351350903511,0.08745716512203217
盼,0.010184832848608494,0.1358407735824585,0.08758831024169922,-0.0024717652704566717,0.018271638080477715
哨,0.0,0.0,0.0,0.0,0.0
霰,0.004491989966481924,0.15027062594890594,0.0323672816157341,0.0794973149895668,0.05004098638892174
虎,0.026133637875318527,0.05617554858326912,-0.01384261529892683,-0.02764006331562996,-0.07396183907985687
榛,-0.06632401049137115,0.17363537847995758,-0.009505346417427063,0.032983824610710144,0.04924667254090309
兽,0.024098483845591545,0.10745947062969208,0.03305678814649582,0.023064272478222847,0.09464475512504578
侣,0.062635138630867,0.0657891109585762,0.05188804492354393,0.0019281444838270545,0.06426743417978287
槊,-0.014110608957707882,0.14275285601615906,0.0751282274723053,0.002648309338837862,0.0
异,-0.022680601105093956,-0.030278557911515236,-0.07996733486652374,0.07239750772714615,0.1571507602930069
陵,-0.05501675605773926,0.04389942064881325,-0.008453736081719398,0.062150564044713974,0.0036259503103792667
颔,-0.011201715096831322,0.13048163056373596,0.03709952533245087,0.05226461961865425,0.0
钩,0.07668707519769669,0.24096478521823883,0.07759051769971848,0.0425155870616436,0.05669383332133293
疮,0.14905941486358643,0.12135903537273407,0.09084445983171463,0.04404773563146591,0.05386193469166756
真,0.03605634346604347,0.0651838406920433,0.013566616922616959,0.11056628823280334,-0.036428969353437424
期,0.05010375380516052,0.04283473268151283,0.011954475194215775,0.09703803807497025,-0.032207414507865906
严,-0.046964794397354126,0.011900367215275764,-0.05124565586447716,0.03986334428191185,0.009349965490400791
嘿,-0.06140618771314621,0.17824837565422058,0.04732612520456314,0.08417506515979767,0.03443998843431473
沭,0.0,0.0,0.0,0.0,0.0
阻,-0.014237160794436932,0.014642663300037384,-0.031212113797664642,0.11453394591808319,0.08799748122692108
殉,-0.027782652527093887,0.16407471895217896,0.03529231250286102,0.027892302721738815,0.08558344841003418
