Character,Raw_Tang,Raw_Song,Raw_Yuan,Raw_Ming,Raw_Qing,Raw_Subtlex,PerMillion_Tang,PerMillion_Song,PerMillion_Yuan,PerMillion_Ming,PerMillion_Qing,PerMillion_Subtlex
鹞,16,108,12,94,47,5,4.751100250887788,4.962365283843848,2.9052559712089137,4.819179020042504,4.559250466983655,0.10672911486791428
悟,458,3453,1068,2097,1087,398,136.00024468166293,158.65784560289637,258.5677814375933,107.50870643648011,105.44479271513259,8.495637543485977
赭,43,395,72,328,213,3,12.768581924260928,18.14939154739185,17.43153582725348,16.81585870823342,20.662135095053582,0.06403746892074856
武,1980,8582,1826,8510,3838,6516,587.9486560473637,394.3242487587769,442.0831169522897,436.28950489959266,372.3064530273035,139.08938249586592
霖,180,1774,260,1570,965,4,53.44987782248761,81.51144456980543,62.94721270952646,80.49054320709288,93.61014256679205,0.08538329189433143
差,712,4303,763,3452,2344,11112,211.42396116450655,197.71349829981554,184.7258588360334,176.97665933177367,227.38049137467416,237.19478488245272
巫,555,1316,379,1550,805,1649,164.80378995267014,60.467339940171335,91.75766775734817,79.46518596878597,78.08928991323067,35.199262083438136
蹶,36,220,45,256,186,43,10.689975564497523,10.108521874496727,10.894709892033426,13.124572650328522,18.0429912097651,0.9178703878640628
姣,2,29,8,69,36,6,0.5938875313609735,1.3324869743654777,1.9368373141392754,3.5374824721588594,3.4921918470513096,0.12807493784149712
辇,358,1098,359,1512,554,1,106.30586811361424,50.450713719079125,86.91557447199999,77.51700721600282,53.74095231295627,0.021345822973582857
狼,302,1510,473,1648,1170,1762,89.677017235507,69.38121832040936,114.51550619848467,84.48943643648987,113.49623502916756,37.611340079453
腼,5,99,13,80,55,35,1.4847188284024337,4.548834843523527,3.1473606354763226,4.101428953227662,5.335293099661723,0.7471038040754001
赓,27,1041,125,762,374,3,8.017481673373142,47.831687597050426,30.26308303342618,39.06611077949349,36.279993077699714,0.06403746892074856
皲,1,43,9,14,22,1,0.29694376568048675,1.9757565481970878,2.178941978406685,0.717750066814841,2.1341172398646893,0.021345822973582857
弄,837,5989,993,4597,2597,15246,248.54193187456738,275.18153411982223,240.40993161753758,235.6783612248446,251.9228396331181,325.43841705524426
阂,10,28,5,20,12,52,2.9694376568048675,1.28653914766322,1.2105233213370472,1.0253572383069156,1.1640639490171032,1.1099827946263088
铲,8,54,24,66,72,474,2.375550125443894,2.481182641921924,5.810511942417827,3.383678886412822,6.984383694102619,10.117920089478275
丹,2511,13876,3920,15043,4809,4890,745.6257956237022,637.5720433205299,949.0502839282451,771.2224467925466,466.4986275686041,104.38107434082018
讨,126,1003,221,836,419,10151,37.41491447574133,46.08567018236462,53.50513080309749,42.85993256122908,40.64523288651385,216.68144900483958
螽,6,61,11,63,24,19,1.7816625940829203,2.802817428837729,2.663151306941504,3.2298753006667846,2.3281278980342064,0.4055706364980743
悯,84,513,63,419,296,340,24.943276317160887,23.57123509825828,15.252593848846795,21.481234142529885,28.713577409088543,7.2575798110181715
湮,26,181,37,247,150,42,7.7205379076926555,8.316556633108672,8.95787257789415,12.663161893090411,14.55079936271379,0.8965245648904799
酥,46,807,123,315,414,231,13.659413221302389,37.079896148722085,29.778873704891364,16.149376503333922,40.16020624109006,4.93088510689764
儡,4,61,24,86,133,110,1.187775062721947,2.802817428837729,5.810511942417827,4.409036124719738,12.901708768272893,2.3480405270941143
造,564,7578,819,2808,1613,11461,167.4762838437945,348.19263074971,198.28372003500834,143.96015625829097,156.4695958137156,244.64447710023316
橹,96,788,160,537,594,3,28.506601505326724,36.20688744137919,38.73674628278551,27.53084184854069,57.62116547634661,0.06403746892074856
蕈,6,44,7,14,4,3,1.7816625940829203,2.021704374899346,1.694732649871866,0.717750066814841,0.3880213163390344,0.06403746892074856
坞,159,1337,230,1141,469,1849,47.21405874319739,61.43224430091875,55.68407278150417,58.496630445409544,45.495499340751785,39.46842667815471
剑,1842,6044,1739,10132,3846,1538,546.9704163834565,277.7086645884464,421.020011161025,519.4459769262836,373.0824956599816,32.829875733370436
踪,481,2945,597,4293,2351,7876,142.82995129231412,135.31634963814938,144.53648456764344,220.09293120257948,228.05952867826747,168.1197017399386
牌,21,282,37,210,200,5872,6.235819079290222,12.957287130036715,8.95787257789415,10.766251002222615,19.40106581695172,125.34267250087855
玩,475,2288,566,2072,781,28964,141.04828869823118,105.12862749476598,137.03123997535374,106.22700988859647,75.76116201519646,618.2604166068538
吴,2352,15955,4880,18921,10832,287,698.4117368805048,733.0975750345241,1181.470761624958,970.0392153002576,1050.7617246461052,6.12625119341828
死,2057,11542,2306,8248,6263,71256,610.8133260047612,530.3298157974601,558.2933558006462,422.85732507777203,607.5443760578431,1521.0179618056202
醇,43,1111,123,1350,449,396,12.768581924260928,51.048035466208475,29.778873704891364,69.21161358571682,43.555392759056616,8.452945897538811
度,1922,11989,2694,13914,6568,17384,570.7259176378955,550.8684943333694,652.2299655364011,713.3410306901213,637.1310014286945,371.0757865727644
获,182,1586,259,1217,675,6234,54.043765353848585,72.87325314978095,62.70510804525905,62.39298795097582,65.47859713221206,133.06986041731554
带,1861,9307,1762,10237,5122,45283,552.6123479313858,427.6364231179138,426.5884184391754,524.8291024273948,496.86129557213354,966.6029017127526
甘,936,8019,1308,6545,3218,1213,277.93936467693555,368.4556223254057,316.67290086177155,335.54815623593817,312.16314899475316,25.892483266956006
钜,16,310,135,312,181,1,4.751100250887788,14.243826277699934,32.68412967610028,15.995572917587884,17.557964564341308,0.021345822973582857
漪,69,974,219,751,417,22,20.489119831953584,44.75318320799915,53.02092147456267,38.50216429842469,40.451222228344335,0.4696081054188229
机,1069,9495,1998,5860,2583,48902,317.4328855124403,436.27461453793836,483.7251192062841,300.4296708239263,250.56476502593148,1043.853435054149
尊,1197,8414,1768,9453,4158,4525,355.4416875195426,386.6050138727976,428.0410464247799,484.63509868576375,403.3481583344263,96.58984895546243
嶙,18,292,70,539,246,14,5.3449877822487615,13.416765397059294,16.947326498718663,27.63337757237138,23.863310954850615,0.29884152163016003
首,9976,85225,13447,67069,23065,12927,2962.3110064285356,3915.903530699926,3255.581420403855,3438.4842308003267,2237.427915339957,275.9374535795056
戌,14,454,71,618,381,2,4.1572127195268145,20.860313322825064,17.189431162986068,31.683538663683702,36.959030381293026,0.042691645947165714
争,1738,10957,1799,7979,5976,9959,516.088264752686,503.45033717663927,435.54629101706956,409.066270222544,579.7038466105173,212.58305099391168
再,995,10258,1292,7168,4135,78039,295.4590468520843,471.33280631176103,312.79922623349296,367.4880342091986,401.1170357654768,1665.8066790354326
压,478,4190,706,2238,2204,6483,141.93911999527268,192.52139388246042,170.92589297279105,114.73747496654387,213.79974530280793,138.38497033773768
菱,279,902,181,998,852,29,82.8473106248558,41.44493968543659,43.820944232401104,51.1653261915151,82.64854038021433,0.6190288662339029
褪,7,327,37,236,396,125,2.0786063597634072,15.024939331638318,8.95787257789415,12.099215412021607,38.41411031756441,2.668227871697857
平,4421,36690,6355,25514,14223,14739,1312.7883880734316,1685.8257617058407,1538.575141419387,1308.0482289081324,1379.7067955725215,314.6160848076377
沤,42,575,147,435,328,1,12.471638158580443,26.420000353798265,35.589385647309186,22.301519933175417,31.817747939800824,0.021345822973582857
旅,990,3269,889,4616,2692,6759,293.97432802368184,150.20344548968092,215.23104653372698,236.65245060123615,261.13834589617016,144.27641747844655
哓,6,42,11,47,40,1,1.7816625940829203,1.9298087214948298,2.663151306941504,2.409589510021252,3.8802131633903443,0.021345822973582857
法,1093,10295,1351,5257,2795,60750,324.55953588877196,473.03287589974457,327.08340142527015,269.51515008897286,271.1298947919003,1296.7587456451586
冈,193,1977,661,2918,1150,526,57.31014677633394,90.83885339036377,160.03118308075764,149.599621068979,111.55612844747239,11.227902884104584
裆,5,11,11,66,29,131,1.4847188284024337,0.5054260937248365,2.663151306941504,3.383678886412822,2.8131545434579994,2.7963028095393545
叮,16,129,33,134,107,490,4.751100250887788,5.927269644591263,7.989453920824511,6.869893496656336,10.37957021206917,10.4594532570556
嫂,36,107,38,108,209,106,10.689975564497523,4.91641745714159,9.199977242161559,5.536929086857345,20.274113778714547,2.2626572351997827
所,3574,24238,4293,19161,8310,100444,1061.2770185420595,1113.683423609326,1039.3553236999887,982.3435021599407,806.114284694344,2144.059842758557
雾,966,5692,1424,5865,3094,853,286.84767764735017,261.5350295892517,344.7570419167911,300.6860101335031,300.1344881882431,18.20798699646618
盏,182,1594,140,769,640,135,54.043765353848585,73.24083576339902,33.894652997437326,39.42498581290091,62.08341061424551,2.8816861014336856
技,13,561,109,599,430,5233,3.8602689538463277,25.776730779966655,26.38940840514763,30.70944928729213,41.7122915064462,111.7026916207591
掉,136,790,139,409,383,23820,40.3843521325462,36.2987830947837,33.65254833316992,20.968555523376427,37.15304103946255,508.45750323074367
蹩,4,22,8,40,29,182,1.187775062721947,1.010852187449673,1.9368373141392754,2.050714476613831,2.8131545434579994,3.88493978119208
催,843,7134,1047,6423,4316,914,250.3235944686503,327.79179569390755,253.4835834879777,329.29347708226595,418.67500032981815,19.510082197854732
唵,2,27,1,6,3,1,0.5938875313609735,1.240591320960962,0.24210466426740943,0.3076071714920747,0.2910159872542758,0.021345822973582857
忍,610,5465,796,3491,3158,4557,181.1356970650969,251.10487292783915,192.7153127568579,178.97610594647216,306.34282924966766,97.27291529061709
华,4108,25279,6016,28908,14463,7527,1219.8449894154394,1161.5151112063763,1456.5016602327353,1482.051352248816,1402.9880745528637,160.67000952215818
贾,959,2468,531,2071,914,1117,284.76907128758677,113.39923630117238,128.5575767259944,106.17574202668112,88.66287078346936,23.84328426149205
论,1313,12591,1783,9580,4621,15732,389.88716433847907,578.5290860081286,431.672616388791,491.14611714901264,448.26162570066947,335.8124870204055
泰,352,1984,837,2853,1016,4164,104.52420551953134,91.16048817727957,202.6416039918217,146.26721004448154,98.55741435011474,88.88400686199901
茨,83,800,122,638,172,1157,24.6463325514804,36.758261361806284,29.536769040623952,32.708895901990616,16.68491660257848,24.697117180435367
汲,213,2117,382,1247,662,52,63.24902208994367,97.27154912867988,92.4839817501504,63.9310238084362,64.21752785411019,1.1099827946263088
宵,866,4291,913,5946,5352,456,257.1533010793015,197.16212437938844,221.04155847614484,304.83870694864606,519.172521261628,9.733695275953782
谬,171,613,105,510,247,1010,50.777383931363225,28.166017768484064,25.42098974807799,26.146609576826354,23.960316283935374,21.559281203318687
央,218,1231,284,1528,573,891,64.7337409183461,56.561774670479416,68.75772465194427,78.33729300664837,55.58405356556668,19.019128269462325
刘,3347,22682,5060,10926,3878,448,993.8707837325891,1042.1886052606126,1225.0496011930918,560.152659287068,376.18666619069387,9.562928692165121
娇,623,3219,668,2487,3494,281,184.99596601894322,147.90605415456804,161.7259157306295,127.50317258346496,338.93661982214655,5.998176255576783
艾,71,1556,166,750,378,8577,21.083007363314557,71.49481834871322,40.18937426838997,38.45089643650934,36.66801439403875,183.08312364442017
旁,218,2744,367,1877,1759,3900,64.7337409183461,126.08083647099554,88.85241178613927,96.22977681510405,170.63237386009038,83.24870959697314
尉,347,2302,153,1243,738,2212,103.0394866911289,105.77189706859757,37.04201363291365,63.72595236077481,71.58993286455186,47.21696041756528
丕,14,311,43,153,47,7,4.1572127195268145,14.289774104402191,10.410500563498607,7.843982873047906,4.559250466983655,0.14942076081508002
扩,1,363,20,109,55,829,0.29694376568048675,16.6790610929196,4.842093285348189,5.5881969487726915,5.335293099661723,17.69568724510019
畅,216,478,165,647,367,668,64.13985338698514,21.963061163679253,39.94726960412256,33.17030665922873,35.60095577410641,14.25900974635335
己,1400,3536,604,3061,1944,58674,415.72127195268143,162.47151521918377,146.2312172175153,156.93092532287346,188.5783597407707,1252.4448171520005
叶,3848,20359,4659,19622,11988,1525,1142.639610338513,935.4518038312676,1127.9656308218605,1005.9779865029151,1162.8998850680862,32.552380034713856
憩,129,1177,220,1207,669,33,38.30574577278279,54.0805920285575,53.26302613883008,61.88030933182236,64.8965651577035,0.7044121581282342
颊,58,1130,132,544,358,193,17.22273840946823,51.92104417355137,31.957815683298044,27.889716881948107,34.727907812343574,4.119743833901492
它,15,1344,38,345,357,61272,4.454156485207301,61.753879087834555,9.199977242161559,17.687412360794298,34.630902483258815,1307.901265237369
暨,21,240,53,304,255,12,6.235819079290222,11.027478408541885,12.8315472061727,15.585430022265118,24.73635891661344,0.25614987568299424
膊,16,104,10,54,51,911,4.751100250887788,4.778573977034816,2.4210466426740944,2.7684645434286725,4.947271783322689,19.446044728933984
悛,4,41,5,26,11,1,1.187775062721947,1.883860894792572,1.2105233213370472,1.3329644097989906,1.0670586199323446,0.021345822973582857
碧,3228,16168,4249,16973,11525,574,958.5344756166111,742.884462122105,1028.7027184722228,870.1694202891641,1117.9864177018428,12.25250238683656
艇,149,1431,300,1405,972,1110,44.24462108639252,65.75134001093099,72.63139928022284,72.03134599106083,94.28917987038535,23.693863500676972
需,14,466,116,641,311,46611,4.1572127195268145,21.41168724325216,28.084141055019497,32.86269948773665,30.168657345359925,994.9501546216705
晖,493,2717,629,3000,1319,8,146.39327648047995,124.84024515003458,152.28383382420054,153.80358574603736,127.9500290627966,0.17076658378866286
扳,15,155,45,496,45,586,4.454156485207301,7.121913138849967,10.894709892033426,25.428859510011513,4.365239808814137,12.508652262519554
七,2237,17125,2507,14377,7134,4095,664.2632038272488,786.8565322761657,606.9563933183955,737.0780507569264,692.0360176906679,87.41114507682181
蝇,124,1013,169,670,362,391,36.82102694438035,46.545148449387206,40.915688261192194,34.34946748328168,35.115929128682616,8.346216782670897
俘,24,142,34,155,75,465,7.126650376331681,6.524591391720615,8.231558585091921,7.946518596878597,7.275399681356895,9.92580768271603
唤,280,5254,772,2414,2959,1371,83.14425439053628,241.40988149366274,186.9048008144401,123.76061866364472,287.03876876180067,29.265123296782097
凹,6,103,23,39,101,150,1.7816625940829203,4.7326261503325595,5.568407278150417,1.9994466146984855,9.797538237560618,3.2018734460374283
罝,22,113,9,92,13,1,6.5327628449707085,5.192104417355138,2.178941978406685,4.716643296211813,1.261069278101862,0.021345822973582857
准,89,1534,180,565,681,30289,26.42799514556332,70.48396616126355,43.5788395681337,28.966341982170373,66.0606291067206,646.5436320468511
必,1152,9774,1094,6185,2633,27960,342.07921806392073,449.09405818786826,264.86250270854595,317.0917259464137,255.41503148016938,596.8292103413767
宥,32,135,24,117,57,7,9.502200501775576,6.20295660480481,5.810511942417827,5.998339844095457,5.529303757831241,0.14942076081508002
培,33,1025,168,848,666,1218,9.799144267456061,47.0965223698143,40.673583596924786,43.475146904213226,64.60554917044922,25.99921238182392
书,6453,46459,8060,37559,19380,13360,1916.178119936181,2134.6900807601974,1951.3635939953201,1925.5696256784724,1879.9632776626217,285.180194927067
