Character,Raw_Tang,Raw_Song,Raw_Yuan,Raw_Ming,Raw_Qing,Raw_Subtlex,PerMillion_Tang,PerMillion_Song,PerMillion_Yuan,PerMillion_Ming,PerMillion_Qing,PerMillion_Subtlex
枚,74,523,74,611,507,765,21.973838660356016,24.030713365280857,17.9157451557883,31.324663630276273,49.18170184597261,16.329554574790887
瑜,36,174,24,249,214,273,10.689975564497523,7.994921846192866,5.810511942417827,12.7656976169211,20.75914042413834,5.8274096717881205
睚,4,31,10,60,28,3,1.187775062721947,1.4243826277699934,2.4210466426740944,3.0760717149207473,2.716149214373241,0.06403746892074856
珀,52,217,67,302,106,661,15.441075815385311,9.970678394389953,16.221012505916434,15.482894298434427,10.282564882984412,14.109588985538268
蔬,201,2212,256,1187,544,361,59.68569690177783,101.63659266539437,61.97879405245681,60.85495209351546,52.77089902210868,7.705842093463411
谭,125,600,270,698,548,232,37.11797071006084,27.56869602135471,65.36825935220055,35.78496761691136,53.158920338447714,4.952230929871223
轰,46,525,130,297,302,882,13.659413221302389,24.122609018685374,31.47360635476323,15.2265549888577,29.295609383597096,18.82701586270008
败,239,2121,241,969,958,6462,70.96955999763634,97.4553404354889,58.34722408844568,49.67855819597007,92.93110526319873,137.93670805529243
腻,176,478,114,383,684,295,52.26210275976567,21.963061163679253,27.599931726484677,19.635591113577437,66.35164509397488,6.297017777206944
蜘,43,95,6,63,43,769,12.768581924260928,4.365043536714496,1.4526279856044568,3.2298753006667846,4.17122915064462,16.414937866685218
夜,9668,44922,10544,50962,25822,9438,2870.8523265989456,2064.068271118827,2552.7515800355654,2612.712778929852,2504.8716076266364,201.46187722467502
守,1417,10806,1591,9276,3565,6235,420.7693159692497,496.51221534459836,385.1885208494484,475.5606871267475,345.8239981871644,133.09120624028913
唇,110,1225,214,733,1027,1212,32.66381422485354,56.286087710265875,51.81039815322562,37.57934278394846,99.62447297004708,25.871137443982423
姥,40,238,46,349,87,202,11.87775062721947,10.935582755137368,11.136814556300834,17.89248380845568,8.439463630373998,4.3118562406637375
探,339,2761,376,2784,1707,12125,100.663936565685,126.86194952493395,91.03135376454595,142.72972757232267,165.58809674768293,258.81810355469213
怦,2,27,6,127,65,41,0.5938875313609735,1.240591320960962,1.4526279856044568,6.511018463248915,6.3053463905093095,0.8751787419168972
化,1705,11159,2687,9582,4793,11248,506.2891204852299,512.7317981704954,650.5352328865292,491.24865287284337,464.94654230324795,240.09781680685998
狯,3,102,19,63,140,1,0.8908312970414601,4.686678323630301,4.599988621080779,3.2298753006667846,13.580746071866203,0.021345822973582857
孑,30,109,14,209,140,23,8.908312970414602,5.008313110546106,3.389465299743732,10.71498314030727,13.580746071866203,0.4909539283924057
象,1008,5784,1085,4809,1979,17007,299.3193158059306,265.7622296458594,262.6835607301392,246.5471479508979,191.97354625873726,363.0284113117237
荪,51,253,42,268,298,4,15.144132049704824,11.624800155671236,10.168395899231196,13.739786993312672,28.907588067258065,0.08538329189433143
揽,91,1049,291,1775,803,144,27.021882676924292,48.19927021066849,70.45245730181615,91.00045489973877,77.89527925506115,3.0737985081959316
绿,3065,17161,4146,17141,11935,2312,910.1326418106919,788.510654037447,1003.7659380526795,878.7824210909422,1157.7586026265938,49.35154271492357
移,1825,8878,1756,9448,4385,4845,541.9223723668883,407.9248054626452,425.13579045357096,484.378759376187,425.3683680366665,103.42051230700895
卸,36,270,44,264,574,476,10.689975564497523,12.40591320960962,10.652605227766015,13.534715545651288,55.681058894651436,10.16061173542544
癞,1,42,7,12,6,39,0.29694376568048675,1.9298087214948298,1.694732649871866,0.6152143429841495,0.5820319745085516,0.8324870959697315
拨,231,1550,247,828,790,1617,68.59400987219243,71.21913138849968,59.799852074050136,42.449789665906316,76.6342099769593,34.51619574828348
说,2115,16728,2131,8558,7041,281841,628.0360644142294,768.6152450753693,515.9250395538495,438.75036227152924,683.0145220857853,6016.128092697567
神,3562,22664,5609,18690,10564,22077,1057.7136933538936,1041.361544379972,1357.9650618758997,958.1963391978128,1024.7642964513898,471.25173378778874
杂,1778,8308,1960,8681,6424,7200,527.9660153799055,381.73454424235825,474.52514196412255,445.0563092871168,623.1622340404892,153.6899254097966
陲,57,217,86,425,187,7,16.925794643787743,9.970678394389953,20.821001126997214,21.788841314021962,18.139996538849857,0.14942076081508002
得,9385,67140,10429,43657,23311,208054,2786.817240911368,3084.937084789592,2524.9095436448133,2238.201047638251,2261.291226294808,4441.083852945808
赳,6,35,10,51,27,8,1.7816625940829203,1.608173934579025,2.4210466426740944,2.614660957682635,2.6191438852884823,0.17076658378866286
侄,119,1009,127,865,320,785,35.336308115977914,46.36135714257817,30.747292361960998,44.34670055677411,31.041705307122754,16.756471034262542
锁,651,3672,688,3007,2230,4940,193.31039145799684,168.72041965069084,166.5680090159777,154.16246077944479,216.32188385901168,105.44836548949931
轩,1268,9523,1848,7961,2427,40,376.5246948828572,437.56115368560154,447.4094195661727,408.1434487080678,235.4319336887091,0.8538329189433143
癸,20,501,129,667,433,2,5.938875313609735,23.019861177831185,31.231501690495822,34.19566389753564,42.003307493700476,0.042691645947165714
谤,74,696,61,242,198,179,21.973838660356016,31.979687384771463,14.768384520311976,12.40682258351368,19.207055158782204,3.8209023122713317
西,6539,39413,9414,39752,20572,59024,1941.7152837847027,1810.9416938160887,2279.173309413393,2038.0000468588257,1995.593629931654,1259.9158551927546
麒,112,777,240,1138,252,25,33.257701756214516,35.70146134765435,58.10511942417827,58.34282685966351,24.445342929359168,0.5336455743395715
坼,126,398,69,329,314,2,37.41491447574133,18.287235027498625,16.70522183445125,16.867126570148763,30.4596733326142,0.042691645947165714
犁,61,1155,171,584,472,32,18.11356970650969,53.06973984110782,41.39989758972701,29.94043135856194,45.78651532800606,0.6830663351546514
林,5148,35537,7709,42385,14959,9991,1528.6665057231455,1632.8479175181374,1866.3848568374594,2172.9883272819316,1451.102717778904,213.26611732906633
闻,5757,26756,4661,26121,11792,7786,1709.505259022562,1229.380051245611,1128.4498401503954,1339.1678210907473,1143.8868405674734,166.19857767231613
骋,110,461,176,639,336,30,32.66381422485354,21.18194810974087,42.61042091106406,32.76016376390596,32.593790572478895,0.6403746892074857
很,13,34,8,10,24,219622,3.8602689538463277,1.562226107876767,1.9368373141392754,0.5126786191534578,2.3281278980342064,4688.012333104214
伊,656,3391,407,2574,2433,10181,194.79511028639928,155.80908034735637,98.53659835683564,131.96347657010006,236.01396566321768,217.32182369404708
身,5181,30476,4567,20941,12018,38760,1538.4656499906016,1400.3059665780102,1105.6920017092589,1073.6002963692563,1165.8100449406288,827.3640984560716
呜,226,1020,427,1445,1174,607,67.10929104379001,46.866783236303014,103.37869164218384,74.08206046767467,113.8842563455066,12.956914544964794
员,730,646,162,663,182,29907,216.76894894675533,29.682296049658575,39.22095561132033,33.990592449874256,17.654969893426063,638.3895276709425
眦,12,148,33,172,109,4,3.5633251881658405,6.800278351934162,7.989453920824511,8.818072249439476,10.573580870238688,0.08538329189433143
国,3760,18273,3584,18310,25454,40712,1116.50855895863,839.6046373303577,867.7031167343954,938.7145516699813,2469.1736465234453,869.0311449005053
褓,8,70,18,90,88,15,2.375550125443894,3.21634786915805,4.35788395681337,4.614107572381121,8.536468959458757,0.3201873446037429
步,1864,11144,1924,8739,4948,11260,553.5031792284273,512.0425807699615,465.80937405049576,448.02984527820684,479.9823683113856,240.35396668254296
洛,1739,4501,540,3470,1518,9950,516.3852085183664,206.81116798686259,130.7365187044011,177.8994808462499,147.25408955066356,212.39093858714944
示,516,5192,482,2717,1824,9413,153.22298309113117,238.5611162381228,116.69444817689136,139.2947808239945,176.9377202505997,200.92823165033542
涩,170,811,130,589,454,124,50.480440165682744,37.26368745553112,31.47360635476323,30.196770668138672,44.0404194044804,2.646882048724274
艺,156,1129,259,1001,567,4389,46.323227446155926,51.87509634684912,62.70510804525905,51.31912977726114,55.002021591058124,93.68681703105517
渍,46,418,84,257,362,194,13.659413221302389,19.206191561543783,20.336791798462393,13.175840512243868,35.115929128682616,4.141089656875074
筋,163,860,150,525,347,728,48.40183380591934,39.51513096394176,36.31569964011142,26.91562750555654,33.660849192411234,15.53975912476832
掀,30,927,192,467,337,230,8.908312970414602,42.59363535299303,46.48409553934262,23.942091514466483,32.69079590156365,4.909539283924057
要,771,13708,1597,3294,2515,355730,228.94364333965527,629.8528084345506,386.64114883505283,168.87633714914904,243.96840264816788,7593.3496063926295
庭,3423,17824,3169,14807,7487,10044,1016.438509924306,818.974063141044,767.2296810634206,759.1232313805251,726.2788988575877,214.3974459466662
蠕,6,39,10,63,70,72,1.7816625940829203,1.7919652413880562,2.4210466426740944,3.2298753006667846,6.790373035933102,1.5368992540979658
魂,1374,6472,1386,7280,8777,4389,408.00073404498875,297.37433441701285,335.5570646746295,373.23003474371734,851.4157733769262,93.68681703105517
毛,995,6460,1126,4695,2545,6487,295.4590468520843,296.8229604965857,272.6098519651031,240.7026116925485,246.87856252071063,138.470353629632
驹,85,1885,271,1384,573,95,25.240220082841372,86.61165333375605,65.61036401646795,70.95472089083857,55.58405356556668,2.0278531824903716
鸣,2300,13058,3091,15142,5624,548,682.9706610651195,599.9867210780831,748.3455172505626,776.2979651221659,545.5579707726824,11.697510989523407
斌,4,31,71,69,87,29,1.187775062721947,1.4243826277699934,17.189431162986068,3.5374824721588594,8.439463630373998,0.6190288662339029
炯,136,1143,236,701,321,83,40.3843521325462,52.51836592068073,57.13670076710863,35.9387712026574,31.138710636207513,1.7717033068073773
钳,22,275,24,77,102,266,6.5327628449707085,12.63565234312091,5.810511942417827,3.947625367481626,9.894543566645378,5.67798891097304
训,112,1215,259,1671,555,5113,33.257701756214516,55.82660944324329,62.70510804525905,85.66859726054281,53.837957642041026,109.14119286392915
黔,129,521,80,604,487,18,38.30574577278279,23.93881771187634,19.368373141392755,30.965788596868855,47.241595264277436,0.38422481352449145
湃,8,101,18,90,70,54,2.375550125443894,4.640730496928043,4.35788395681337,4.614107572381121,6.790373035933102,1.1526744405734743
紊,2,28,11,16,21,139,0.5938875313609735,1.28653914766322,2.663151306941504,0.8202857906455326,2.037111910779931,2.9670693933280172
贿,5,35,11,56,36,599,1.4847188284024337,1.608173934579025,2.663151306941504,2.871000267259364,3.4921918470513096,12.786147961176132
掷,338,1281,229,1336,1151,267,100.36699280000451,58.85916600559231,55.44196811723676,68.49386351890197,111.65313377655714,5.699334733946623
奚,96,1542,370,1595,877,51,28.506601505326724,70.8515487748816,89.57872577894149,81.77223975497654,85.07367360733329,1.0886369716527258
忏,20,71,8,84,287,704,5.938875313609735,3.2622956958603075,1.9368373141392754,4.306500400889046,27.840529447325718,15.027459373402333
星,2606,12296,2992,15550,7529,20974,773.8354533633484,564.9744771309626,724.3771554880891,797.2152527836271,730.3531226791475,447.70729104792684
贝,122,641,229,1514,404,17592,36.22713941301938,29.452556916147284,55.44196811723676,77.61954293983354,39.19015295024247,375.5157177512696
购,9,85,40,139,189,2016,2.6724938911243807,3.905565269691917,9.684186570696378,7.126232806233065,18.334007197019375,43.03317911474304
念,1506,11280,1780,8565,4772,7530,447.197311114813,518.2914852014686,430.9463023959888,439.1092373049367,462.90943039246804,160.7340469910789
贩,15,176,87,131,138,1470,4.454156485207301,8.086817499597384,21.063105791264622,6.7160899109102985,13.386735413696687,31.3783597711668
章,2104,14728,2530,15830,6437,3560,624.769682991744,676.7195916708537,612.5248005965459,811.5702541199238,624.4233033185911,75.99112978595497
芷,55,402,71,585,323,1,16.33190711242677,18.471026334307656,17.189431162986068,29.991699220477287,31.332721294377027,0.021345822973582857
饵,168,843,100,661,296,389,49.886552634321774,38.73401791000337,24.210466426740943,33.888056726043565,28.713577409088543,8.303525136723731
颤,8,154,31,110,303,464,2.375550125443894,7.075965312147709,7.505244592289692,5.639464810688036,29.392614712681855,9.904461859742446
町,6,110,20,84,81,67,1.7816625940829203,5.054260937248364,4.842093285348189,4.306500400889046,7.8574316558654465,1.4301701392300514
块,69,871,126,535,424,11381,20.489119831953584,40.020557057666586,30.50518769769359,27.428306124709998,41.13025953193765,242.93681126234648
堂,2372,23362,4374,20704,8244,5777,704.3506121941144,1073.433127418148,1058.965801505649,1061.4498130953193,799.7119329747499,123.31481931838816
厥,133,1182,187,1018,436,76,39.49352083550473,54.310331162068785,45.27357221800557,52.19068342982201,42.29432348095475,1.6222825459922972
文,3745,33143,5633,29664,13839,14196,1112.0544024734227,1522.848820392932,1363.7755738183173,1520.8098558568174,1342.4567492039744,303.02530293298224
廷,208,2932,1375,5398,2227,668,61.764303261541244,134.71902789102003,332.89391336768796,276.74391861903655,216.0308678717574,14.25900974635335
浪,1683,10355,1993,9228,5226,6911,499.7563576402592,475.7897455018801,482.514595884947,473.0998297548109,506.94984979694846,147.52098257043113
互,164,1216,267,1337,943,3335,48.69877757159982,55.87255726994555,64.64194535939832,68.54513138081732,91.47602532692737,71.18831961689884
跑,8,63,15,104,44,15495,2.375550125443894,2.894713082242245,3.631569964011142,5.331857639195962,4.2682344797293785,330.7535269756664
犒,15,47,8,62,38,21,4.454156485207301,2.159547855006119,1.9368373141392754,3.178607438751439,3.6862025052208267,0.44826228244523997
大,4439,39181,6876,48883,16195,135159,1318.1333758556805,1800.2817980211648,1664.7116715027073,2506.126894007848,1571.0013045276655,2885.080087286485
祀,268,2241,371,1817,683,45,79.58092920237044,102.96907963975984,89.8208304432089,93.1537051001833,66.25463976489011,0.9605620338112286
势,887,4572,895,3650,2725,4547,263.3891201585917,210.07346368272292,216.68367451933145,187.12769599101213,264.3395217559672,97.05945706088126
扪,79,868,134,701,491,80,23.45855748875845,39.88271357755981,32.44202501183287,35.9387712026574,47.62961658061647,1.7076658378866285
轶,12,180,29,185,185,48,3.5633251881658405,8.270608806406413,7.021035263754874,9.484554454338971,17.94598588068034,1.024599502731977
祛,40,223,24,141,118,30,11.87775062721947,10.246365354603501,5.810511942417827,7.228768530063756,11.446628832001515,0.6403746892074857
绳,249,1350,288,1149,941,1679,73.9389976544412,62.0295660480481,69.72614330901392,58.906773340732315,91.28201466875784,35.83963677264562
笏,55,705,136,671,434,1,16.33190711242677,32.39321782509179,32.926234340367685,34.40073534519702,42.100312822785234,0.021345822973582857
雀,644,2467,538,3222,1692,400,191.23178509823344,113.35328847447012,130.25230937586628,165.18505109124413,164.13301681141155,8.538329189433144
葬,281,891,193,797,634,1988,83.44119815621677,40.93951359171175,46.72620020361003,40.860485946530595,61.50137863973695,42.435496071482724
昊,74,360,93,508,181,68,21.973838660356016,16.541217612812826,22.515733776869077,26.04407385299566,17.557964564341308,1.4515159622036344
束,448,3021,519,2144,1386,11221,133.03080702485806,138.80838446752097,125.65232075478549,109.91829594650137,134.44938611147543,239.52147958657326
肌,203,1737,269,816,636,1322,60.2795844331388,79.81137498182188,65.12615468793314,41.83457532292216,61.695389297906466,28.219177971076537
竖,96,625,122,646,462,312,28.506601505326724,28.717391688911157,29.536769040623952,33.11903879731338,44.81646203715847,6.659896767757852
睛,38,552,57,204,114,5729,11.283863095858496,25.363200339646337,13.799965863242338,10.45864383073054,11.058607515662482,122.29021981565617
蛉,3,58,11,68,74,8,0.8908312970414601,2.6649739487309554,2.663151306941504,3.4862146102435134,7.178394352272136,0.17076658378866286
麸,6,19,4,9,15,44,1.7816625940829203,0.8730087073428993,0.9684186570696377,0.4614107572381121,1.455079936271379,0.9392162108376458
苒,91,726,107,554,264,1,27.021882676924292,33.3581221858392,25.90519907661281,28.40239550110157,25.609406878376273,0.021345822973582857
肪,6,132,40,60,35,292,1.7816625940829203,6.065113124698037,9.684186570696378,3.0760717149207473,3.395186517966551,6.232980308286194
艳,899,3400,492,3011,2855,663,266.95244534675754,156.2226107876767,119.11549481956546,154.36753222710618,276.9502145369858,14.152280631485434
洙,8,269,37,210,69,262,2.375550125443894,12.359965382907362,8.95787257789415,10.766251002222615,6.693367706848344,5.592605619078709
矿,10,97,32,53,52,1010,2.9694376568048675,4.456939190119012,7.747349256557102,2.7171966815133266,5.044277112407448,21.559281203318687
蜒,10,278,88,317,190,16,2.9694376568048675,12.773495823227682,21.30521045553203,16.251912227164617,18.431012526104134,0.3415331675773257
桀,17,183,15,117,72,7,5.048044016568275,8.408452286513187,3.631569964011142,5.998339844095457,6.984383694102619,0.14942076081508002
后,4927,30507,4611,22572,14129,109915,1463.0419335077581,1401.7303492057804,1116.344606937025,1157.218179153185,1370.5882946385543,2346.22613214136
宜,1286,10450,1713,7397,3696,1454,381.8696826651059,480.1547890385946,414.72528989007236,379.2283745878128,358.5316962972678,31.036826603589475
戴,835,3917,777,2139,2994,7245,247.94804434320642,179.97763719274403,188.11532413577714,109.66195663692464,290.43395527976725,154.6504874436078
摘,301,1802,249,1326,853,750,89.38007346982651,82.79798371746865,60.284061402584946,67.98118489974851,82.7455457092991,16.00936723018714
丫,4,179,48,147,166,507,1.187775062721947,8.224660979704156,11.621023884835655,7.536375701555831,16.102884628069926,10.822332247606509
诅,5,58,5,49,42,934,1.4847188284024337,2.6649739487309554,1.2105233213370472,2.5121252338519438,4.074223821559862,19.93699865732639
杠,8,52,18,78,26,194,2.375550125443894,2.389286988517408,4.35788395681337,3.998893229396971,2.522138556203724,4.141089656875074
踊,36,194,43,139,66,2,10.689975564497523,8.913878380238025,10.410500563498607,7.126232806233065,6.402351719594068,0.042691645947165714
袛,3,26,2,73,9,2,0.8908312970414601,1.194643494258704,0.48420932853481885,3.7425539198202427,0.8730479617628274,0.042691645947165714
清,8805,62365,13321,71116,143780,21660,2614.589856816686,2865.536212286311,3225.076232706161,3645.9652679717315,13947.426215806592,462.35052560780474
挟,82,1584,343,1720,840,181,24.34938878579991,72.78135749637643,83.04189984372144,88.18072249439476,81.48447643119722,3.8635939582184973
殁,107,160,55,193,172,1,31.77298292781208,7.351652272361256,13.31575653470752,9.894697349661737,16.68491660257848,0.021345822973582857
肯,873,9517,1279,5467,2492,22710,259.2319074390649,437.285466725388,309.6518655980167,280.28140109119545,241.73728007921844,484.7636397300667
杖,619,7041,1150,5551,1936,398,183.80819095622127,323.51864781059754,278.4203639075208,284.5879014920845,187.80231710809264,8.495637543485977
倚,1698,11457,2408,11905,8017,85,504.21051412546643,526.4242505277682,582.9880315559219,610.3438961021916,777.6917232725096,1.8143949527545429
鳀,2,1,1,7,15,6,0.5938875313609735,0.04594782670225785,0.24210466426740943,0.3588750334074205,1.455079936271379,0.12807493784149712
跄,26,104,24,224,80,19,7.7205379076926555,4.778573977034816,5.810511942417827,11.484001069037456,7.7604263267806886,0.4055706364980743
嗄,4,18,1,2,2,27,1.187775062721947,0.8270608806406413,0.24210466426740943,0.10253572383069158,0.1940106581695172,0.5763372202867372
滨,358,2171,339,2217,927,205,106.30586811361424,99.7527317706018,82.0734811866518,113.66084986632161,89.92394006157123,4.375893709584486
禄,435,2828,478,2474,928,25,129.17053807101172,129.9404539139852,115.72602951982171,126.83669037856548,90.02094539065598,0.5336455743395715
寮,65,570,55,405,320,4,19.301344769231637,26.190261220286978,13.31575653470752,20.763484075715045,31.041705307122754,0.08538329189433143
川,2302,11429,2349,10457,3461,777,683.5645485964804,525.137711380105,568.7038563641448,536.108032048771,335.7354439623495,16.58570445047388
肥,326,3214,649,2611,1395,2292,96.80366761183868,147.67631502105675,157.12592710954874,133.86038746096784,135.32243407323824,48.92462625545191
混,211,1670,569,1664,556,14032,62.6551345585827,76.73287059277061,137.75755396815597,85.3097222271354,53.934962971125785,299.52458796531465
荷,930,6384,1152,5775,3501,1745,276.15770208285267,293.3309256672141,278.9045732360557,296.07190256112193,339.61565712573986,37.24846108890208
辄,142,2744,216,920,692,13,42.166014726629115,126.08083647099554,52.294607481760444,47.16643296211812,67.12768772665295,0.2774956986565772
殡,16,101,28,101,83,176,4.751100250887788,4.640730496928043,6.778930599487464,5.178054053449925,8.051442314034963,3.7568648433505833
孔,379,5485,520,3041,1093,1301,112.54168719290448,252.0238294618843,125.89442541905292,155.90556808456654,106.02682468964115,27.7709156886313
殖,10,289,32,131,104,524,2.9694376568048675,13.27892191695252,7.747349256557102,6.7160899109102985,10.088554224814896,11.185211238157418
畏,496,3733,491,2510,1142,717,147.2841077775214,171.52323707952857,118.87339015529804,128.68233340751792,110.78008581479432,15.30495507205891
舛,10,66,11,55,49,2,2.9694376568048675,3.0325565623490185,2.663151306941504,2.819732405344018,4.753261125153172,0.042691645947165714
霸,196,747,176,1008,761,1044,58.200978073375396,34.32302654658661,42.61042091106406,51.678004810668554,73.82105543350129,22.285039184420505
榔,38,407,101,572,335,39,11.283863095858496,18.700765467818947,24.452571091008355,29.325217015577792,32.496785243394136,0.8324870959697315
罚,48,296,36,205,146,2516,14.253300752663362,13.600556703868325,8.71576791362674,10.509911692645886,14.162778046374754,53.70609060153447
惘,20,268,75,378,488,49,5.938875313609735,12.314017556205103,18.15784982005571,19.379251804000706,47.3386005933622,1.04594532570556
量,420,4387,433,1816,2407,12973,124.71638158580443,201.57311574280521,104.83131962778829,93.10243723826795,233.49182710701396,276.91936143629044
咳,8,201,30,111,109,460,2.375550125443894,9.235513167153828,7.263139928022284,5.6907326726033824,10.573580870238688,9.819078567848115
玛,10,92,71,122,56,6597,2.9694376568048675,4.227200056607723,17.189431162986068,6.254679153672186,5.432298428746482,140.8183941567261
曾,2900,23196,3006,19248,13119,11274,861.1369204734116,1065.8057881855732,727.7666207878328,986.8038061465758,1272.6129122629482,240.65280820417314
籁,150,1235,231,1508,799,42,44.54156485207301,56.74556597728844,55.926177445771586,77.31193576834146,77.50725793872213,0.8965245648904799
斥,49,545,116,535,244,423,14.550244518343849,25.041565552730532,28.084141055019497,27.428306124709998,23.6693002966811,9.02928311782555
萍,338,1673,399,2346,1535,67,100.36699280000451,76.87071407287739,96.59976104269637,120.27440405340121,148.90318014510447,1.4301701392300514
诙,9,122,11,106,82,27,2.6724938911243807,5.605634857675458,2.663151306941504,5.434393363026653,7.954436984950206,0.5763372202867372
板,147,1321,239,1162,1266,8354,43.65073355503155,60.69707907368262,57.863014759910854,59.57325554563181,122.80874662130438,178.3230051213112
龊,14,251,18,181,77,96,4.1572127195268145,11.532904502266721,4.35788395681337,9.279483006677587,7.469410339526412,2.049199005463954
固,590,6369,1090,3204,1412,1948,175.19682175148716,292.64170826668027,263.89408405147634,164.2622295767679,136.97152466767915,41.581663152539406
扎,42,27,8,30,13,2561,12.471638158580443,1.240591320960962,1.9368373141392754,1.5380358574603736,1.261069278101862,54.6666526353457
涤,121,1102,203,729,591,55,35.9301956473389,50.63450502588816,49.14724684628412,37.37427133628708,57.33014948909233,1.1740202635470571
腰,671,4100,655,2727,2599,1198,199.24926677160659,188.3860894792572,158.57855509515318,139.80745944314796,252.11685029128762,25.572295922352264
匙,28,205,22,55,70,3958,8.314425439053629,9.41930447396286,5.326302613883008,2.819732405344018,6.790373035933102,84.48676732944095
哇,4,142,36,72,51,10366,1.187775062721947,6.524591391720615,8.71576791362674,3.6912860579048967,4.947271783322689,221.2708009441599
牛,1066,9392,1752,7114,3979,7043,316.5420542153988,431.5419883876058,424.16737179650136,364.71956966576994,385.9842044282545,150.33863120294407
锥,61,896,109,289,233,95,18.11356970650969,41.16925272522304,26.38940840514763,14.816412093534934,22.602241676748754,2.0278531824903716
轼,27,3791,12,147,107,5,8.017481673373142,174.18821102825953,2.9052559712089137,7.536375701555831,10.37957021206917,0.10672911486791428
险,541,3149,662,2769,2020,13181,160.64657723314332,144.68970628540995,160.27328774502504,141.96070964359248,195.95076475121238,281.35929261479566
沼,242,1190,200,1190,414,433,71.8603912946778,54.67791377568685,48.42093285348189,61.00875567926149,40.16020624109006,9.242741347561378
槌,29,332,27,63,38,73,8.611369204734116,15.254678465149608,6.5368259352200555,3.2298753006667846,3.6862025052208267,1.5582450770715486
挂,820,5094,1074,4822,2781,3913,243.4938878579991,234.0582292213015,260.02040942319775,247.21363015579738,269.7718201847137,83.52620529562972
愐,1,2,1,3,2,1,0.29694376568048675,0.0918956534045157,0.24210466426740943,0.15380358574603736,0.1940106581695172,0.021345822973582857
构,134,812,238,1018,496,2583,39.79046460118522,37.30963528223338,57.620910095643445,52.19068342982201,48.11464322604027,55.13626074076452
猴,61,279,50,208,124,1320,18.11356970650969,12.81944364992994,12.105233213370472,10.663715278391924,12.028660806510068,28.176486325129375
晨,1051,5381,1155,5098,2445,2163,312.08789773019157,247.24525548484954,279.63088722885794,261.36356004443286,237.17802961223478,46.17101509185972
悄,254,1197,232,767,1922,770,75.42371648284363,54.99954856260265,56.168282110038994,39.32245008907022,186.44424250090603,16.4362836896588
赡,12,133,23,68,55,119,3.5633251881658405,6.111060951400295,5.568407278150417,3.4862146102435134,5.335293099661723,2.54015293385636
李,8740,27941,4080,27198,8976,2910,2595.2885120474543,1283.8282258877866,987.7870302110305,1394.383308373575,870.7198338647933,62.116344853126115
邯,101,408,108,739,335,4,29.99132033372916,18.746713294521204,26.147303740880222,37.88694995544054,32.496785243394136,0.08538329189433143
媚,261,2104,363,2120,1621,201,77.50232284260703,96.67422738155052,87.88399312906962,108.68786726053307,157.24563844639368,4.290510417690155
臼,44,477,97,303,215,85,13.065525689941417,21.917113336976996,23.484152433938714,15.534162160349775,20.8561457532231,1.8143949527545429
剂,5,219,25,122,66,2915,1.4847188284024337,10.062574047794469,6.052616606685236,6.254679153672186,6.402351719594068,62.22307396799403
懈,3,57,10,57,37,209,0.8908312970414601,2.6190261220286977,2.4210466426740944,2.9222681291747103,3.589197176136068,4.461277001478817
撑,62,912,138,642,524,1475,18.410513472190175,41.90441795245916,33.4104436689025,32.913967349652,50.830792440413504,31.485088886034717
贞,628,911,843,11904,2101,630,186.48068484734566,41.8584701257569,204.09423197742615,610.2926282402763,203.80819640707782,13.4478684733572
坡,133,4006,698,2370,1806,510,39.49352083550473,184.06699376924496,168.98905565865178,121.50483273936952,175.19162432707404,10.886369716527257
坎,113,1059,259,458,259,830,33.554645521895004,48.65874847769107,62.70510804525905,23.48068075722837,25.124380232952475,17.71703306807377
性,1092,5620,1537,4513,2884,28102,324.2625921230915,258.22678606668916,372.1148689790083,231.37186082395553,279.7633690804438,599.8603172036255
纠,21,233,52,254,133,918,6.235819079290222,10.70584362162608,12.58944254190529,13.02203692649783,12.901708768272893,19.595465489749063
谴,47,129,9,118,83,255,13.956356986982875,5.927269644591263,2.178941978406685,6.0496077060108036,8.051442314034963,5.443184858263629
友,1480,10074,1984,7797,3613,40149,439.47677320712035,462.87840619854563,480.3356539065403,399.7355193539511,350.48025398323284,857.0134465663782
唳,120,555,109,513,409,2,35.63325188165841,25.501043819753107,26.38940840514763,26.30041316257239,39.67517959566627,0.042691645947165714
伥,20,97,73,83,104,2,5.938875313609735,4.456939190119012,17.67364049152089,4.255232538973701,10.088554224814896,0.042691645947165714
题,3734,21801,6992,27160,13594,37524,1108.7880210509372,1001.7085699359234,1692.7958125577268,1392.4351296207915,1318.6904435782085,800.9806612607231
漏,867,3904,676,3787,2548,1931,257.450244844982,179.38031544561466,163.66275304476878,194.15139307341448,247.16957850796493,41.2187841619885
封,1103,6461,1227,7902,2957,5258,327.52897354557683,296.868908323288,297.06242305611136,405.1186448550624,286.84475810363114,112.23633719509867
液,234,872,344,1324,431,2872,69.48484116923389,40.06650488436885,83.28400450798885,67.87864917591781,41.80929683553095,61.30520358012996
骄,277,1334,277,1764,913,2173,82.25342309349482,61.29440082081198,67.06299200207242,90.43650841866997,88.5658654543846,46.38447332159555
纂,22,154,62,193,106,7,6.5327628449707085,7.075965312147709,15.010489184579384,9.894697349661737,10.282564882984412,0.14942076081508002
唁,7,69,18,102,43,36,2.0786063597634072,3.170400042455792,4.35788395681337,5.22932191536527,4.17122915064462,0.7684496270489829
蚀,60,364,100,492,414,276,17.816625940829205,16.72500891962186,24.210466426740943,25.223788062350128,40.16020624109006,5.891447140708869
